시도명,시군구 명,행정동명,내외국인 구분,비율,순위
서울특별시,양천구,신정4동,내국인,37.39,58
서울특별시,중랑구,중화2동,내국인,37.35,59
서울특별시,노원구,월계1동,내국인,37.33,60
서울특별시,강서구,화곡4동,내국인,37.3,61
서울특별시,은평구,신사1동,내국인,37.24,62
서울특별시,중랑구,면목2동,내국인,37.22,63
서울특별시,광진구,능동,내국인,37.19,64
서울특별시,강서구,가양1동,내국인,36.94,65
서울특별시,양천구,신월4동,내국인,36.87,66
서울특별시,동작구,노량진1동,내국인,36.78,67
서울특별시,관악구,남현동,내국인,36.65,68
서울특별시,중랑구,면목본동,내국인,36.63,69
서울특별시,중랑구,묵2동,내국인,36.49,70
서울특별시,마포구,서강동,내국인,36.34,71
서울특별시,용산구,보광동,내국인,36.3,72
서울특별시,마포구,연남동,내국인,36.27,73
서울특별시,강서구,화곡3동,내국인,36.25,74
서울특별시,동대문구,회기동,내국인,36.15,75
서울특별시,송파구,가락본동,내국인,36.12,76
서울특별시,노원구,상계5동,내국인,36.01,77
서울특별시,관악구,중앙동,내국인,36.0,78
서울특별시,강서구,화곡8동,내국인,35.98,79
서울특별시,구로구,구로3동,내국인,35.86,80
서울특별시,노원구,중계4동,내국인,35.78,81
서울특별시,노원구,공릉1동,내국인,35.76,82
서울특별시,강북구,미아동,내국인,35.76,83
서울특별시,도봉구,쌍문3동,내국인,35.66,84
서울특별시,금천구,독산2동,내국인,35.54,85
서울특별시,성북구,삼선동,내국인,35.28,86
서울특별시,금천구,시흥4동,내국인,35.15,87
서울특별시,강남구,역삼1동,내국인,35.14,88
서울특별시,서초구,잠원동,내국인,34.97,89
서울특별시,광진구,군자동,내국인,34.97,90
서울특별시,관악구,신원동,내국인,34.79,91
서울특별시,양천구,신월7동,내국인,34.76,92
서울특별시,송파구,삼전동,내국인,34.74,93
서울특별시,영등포구,대림3동,내국인,34.62,94
서울특별시,강북구,수유2동,내국인,34.57,95
서울특별시,중랑구,중화1동,내국인,34.57,96
서울특별시,성동구,마장동,내국인,34.56,97
서울특별시,송파구,가락1동,내국인,34.55,98
서울특별시,은평구,응암2동,내국인,34.5,99
서울특별시,강남구,논현2동,내국인,34.48,100
서울특별시,은평구,녹번동,내국인,34.39,101
서울특별시,송파구,석촌동,내국인,34.34,102
서울특별시,종로구,종로1.2.3.4가동,내국인,34.32,103
서울특별시,용산구,용문동,내국인,34.22,104
서울특별시,광진구,자양2동,내국인,34.17,105
서울특별시,관악구,미성동,내국인,34.1,106
서울특별시,양천구,신정1동,내국인,33.98,107
서울특별시,도봉구,창3동,내국인,33.98,108
서울특별시,동대문구,장안2동,내국인,33.94,109
서울특별시,성동구,용답동,내국인,33.9,110
서울특별시,강동구,암사2동,내국인,33.67,111
서울특별시,중구,다산동,내국인,33.62,112
서울특별시,동대문구,휘경1동,내국인,33.61,113
서울특별시,도봉구,창4동,내국인,33.58,114
서울특별시,강남구,일원1동,내국인,33.49,115
서울특별시,송파구,송파1동,내국인,33.43,116
서울특별시,서대문구,북가좌2동,내국인,33.41,117
서울특별시,구로구,개봉1동,내국인,33.4,118
서울특별시,관악구,청룡동,내국인,33.39,119
서울특별시,관악구,행운동,내국인,33.34,120
서울특별시,영등포구,신길1동,내국인,33.32,121
서울특별시,용산구,남영동,내국인,33.31,122
서울특별시,관악구,인헌동,내국인,33.25,123
서울특별시,강북구,번1동,내국인,33.14,124
서울특별시,금천구,시흥1동,내국인,32.97,125
서울특별시,강서구,등촌2동,내국인,32.95,126
서울특별시,영등포구,문래동,내국인,32.84,127
서울특별시,마포구,망원2동,내국인,32.84,128
서울특별시,성북구,정릉3동,내국인,32.68,129
서울특별시,동작구,사당4동,내국인,32.68,130
서울특별시,도봉구,창2동,내국인,32.62,131
서울특별시,강동구,명일1동,내국인,32.6,132
서울특별시,강동구,암사1동,내국인,32.59,133
서울특별시,중랑구,망우본동,내국인,32.56,134
서울특별시,광진구,중곡2동,내국인,32.56,135
서울특별시,금천구,독산3동,내국인,32.5,136
서울특별시,관악구,은천동,내국인,32.42,137
서울특별시,도봉구,쌍문2동,내국인,32.38,138
서울특별시,동대문구,답십리2동,내국인,32.34,139
서울특별시,양천구,목4동,내국인,32.28,140
서울특별시,노원구,공릉2동,내국인,32.24,141
서울특별시,강남구,신사동,내국인,32.23,142
서울특별시,동작구,상도4동,내국인,32.09,143
서울특별시,성동구,왕십리2동,내국인,32.08,144
서울특별시,성북구,장위2동,내국인,32.04,145
서울특별시,마포구,용강동,내국인,32.01,146
서울특별시,양천구,목3동,내국인,31.99,147
서울특별시,영등포구,당산1동,내국인,31.97,148
서울특별시,중랑구,신내1동,내국인,31.95,149
서울특별시,구로구,개봉2동,내국인,31.91,150
서울특별시,노원구,상계2동,내국인,31.86,151
서울특별시,송파구,장지동,내국인,31.85,152
서울특별시,성동구,금호1가동,내국인,31.82,153
서울특별시,강동구,성내3동,내국인,31.79,154
서울특별시,구로구,고척2동,내국인,31.76,155
서울특별시,성북구,정릉2동,내국인,31.74,156
서울특별시,도봉구,방학1동,내국인,31.68,157
서울특별시,서대문구,남가좌1동,내국인,31.43,158
서울특별시,종로구,혜화동,내국인,31.35,159
서울특별시,양천구,신월6동,내국인,31.34,160
서울특별시,성북구,종암동,내국인,31.32,161
서울특별시,송파구,마천2동,내국인,31.26,162
서울특별시,중랑구,면목4동,내국인,31.19,163
서울특별시,동작구,대방동,내국인,31.18,164
서울특별시,송파구,거여2동,내국인,31.17,165
서울특별시,동작구,상도1동,내국인,31.1,166
서울특별시,마포구,망원1동,내국인,31.02,167
서울특별시,성동구,응봉동,내국인,31.01,168
서울특별시,강북구,삼각산동,내국인,30.93,169
서울특별시,중랑구,묵1동,내국인,30.92,170
서울특별시,구로구,구로1동,내국인,30.89,171
서울특별시,동대문구,이문2동,내국인,30.8,172
서울특별시,동작구,사당3동,내국인,30.71,173
서울특별시,관악구,서림동,내국인,30.71,174
서울특별시,중구,약수동,내국인,30.7,175
서울특별시,노원구,상계1동,내국인,30.58,176
서울특별시,마포구,성산1동,내국인,30.55,177
서울특별시,송파구,위례동,내국인,30.53,178
서울특별시,강북구,송중동,내국인,30.51,179
서울특별시,서대문구,홍제3동,내국인,30.48,180
서울특별시,성북구,정릉1동,내국인,30.44,181
서울특별시,중구,중림동,내국인,30.42,182
서울특별시,관악구,난곡동,내국인,30.39,183
서울특별시,동작구,상도3동,내국인,30.38,184
서울특별시,광진구,자양1동,내국인,30.31,185
서울특별시,광진구,중곡4동,내국인,30.24,186
서울특별시,송파구,풍납1동,내국인,30.18,187
서울특별시,양천구,신월1동,내국인,30.09,188
서울특별시,동대문구,답십리1동,내국인,30.03,189
서울특별시,종로구,창신2동,내국인,30.03,190
서울특별시,중랑구,망우3동,내국인,30.01,191
서울특별시,구로구,수궁동,내국인,29.95,192
서울특별시,서대문구,홍제1동,내국인,29.9,193
서울특별시,마포구,염리동,내국인,29.76,194
서울특별시,양천구,신월3동,내국인,29.69,195
서울특별시,구로구,개봉3동,내국인,29.59,196
서울특별시,은평구,불광1동,내국인,29.57,197
서울특별시,영등포구,대림2동,내국인,29.57,198
서울특별시,성북구,보문동,내국인,29.53,199
서울특별시,금천구,시흥5동,내국인,29.48,200
서울특별시,성북구,정릉4동,내국인,29.41,201
서울특별시,서초구,방배본동,내국인,29.32,202
서울특별시,성동구,금호2.3가동,내국인,29.27,203
서울특별시,노원구,상계6.7동,내국인,29.26,204
서울특별시,영등포구,도림동,내국인,29.25,205
서울특별시,구로구,가리봉동,내국인,29.19,206
서울특별시,광진구,중곡3동,내국인,29.18,207
서울특별시,강동구,상일1동,내국인,29.16,208
서울특별시,송파구,마천1동,내국인,29.13,209
서울특별시,송파구,문정1동,내국인,29.04,210
서울특별시,서대문구,남가좌2동,내국인,28.79,211
서울특별시,노원구,상계3.4동,내국인,28.77,212
서울특별시,강북구,인수동,내국인,28.74,213
서울특별시,영등포구,신길6동,내국인,28.5,214
서울특별시,서대문구,홍제2동,내국인,28.49,215
서울특별시,강북구,송천동,내국인,28.48,216
서울특별시,서초구,반포1동,내국인,28.45,217
서울특별시,용산구,원효로1동,내국인,28.44,218
서울특별시,서대문구,북가좌1동,내국인,28.44,219
서울특별시,성북구,월곡2동,내국인,28.39,220
서울특별시,동대문구,휘경2동,내국인,28.22,221
서울특별시,구로구,구로4동,내국인,28.21,222
서울특별시,은평구,증산동,내국인,28.15,223
서울특별시,강서구,염창동,내국인,28.08,224
서울특별시,강남구,개포2동,내국인,28.08,225
서울특별시,강서구,화곡2동,내국인,28.08,226
서울특별시,중랑구,면목7동,내국인,28.01,227
서울특별시,중구,황학동,내국인,27.98,228
서울특별시,강남구,개포4동,내국인,27.96,229
서울특별시,강서구,공항동,내국인,27.93,230
서울특별시,구로구,오류2동,내국인,27.85,231
서울특별시,송파구,방이1동,내국인,27.8,232
서울특별시,동작구,사당5동,내국인,27.79,233
서울특별시,성북구,길음1동,내국인,27.76,234
서울특별시,서초구,방배1동,내국인,27.74,235
서울특별시,강남구,압구정동,내국인,27.6,236
서울특별시,중구,청구동,내국인,27.58,237
서울특별시,광진구,구의2동,내국인,27.49,238
서울특별시,중구,동화동,내국인,27.45,239
서울특별시,도봉구,창5동,내국인,27.44,240
서울특별시,관악구,난향동,내국인,27.39,241
서울특별시,서대문구,신촌동,내국인,27.37,242
서울특별시,성북구,월곡1동,내국인,27.25,243
서울특별시,강서구,방화3동,내국인,27.22,244
서울특별시,영등포구,신길3동,내국인,27.22,245
서울특별시,양천구,신정2동,내국인,27.21,246
서울특별시,서초구,서초3동,내국인,27.2,247
서울특별시,마포구,상암동,내국인,27.18,248
서울특별시,마포구,신수동,내국인,27.14,249
서울특별시,강서구,방화1동,내국인,27.12,250
서울특별시,도봉구,방학2동,내국인,27.1,251
서울특별시,강남구,대치4동,내국인,27.08,252
서울특별시,서대문구,북아현동,내국인,27.02,253
서울특별시,용산구,이촌1동,내국인,26.93,254
서울특별시,송파구,가락2동,내국인,26.89,255
서울특별시,양천구,신월2동,내국인,26.85,256
서울특별시,서대문구,홍은2동,내국인,26.71,257
서울특별시,성동구,성수2가3동,내국인,26.7,258
서울특별시,관악구,청림동,내국인,26.64,259
서울특별시,서초구,서초2동,내국인,26.63,260
서울특별시,강동구,고덕2동,내국인,26.63,261
서울특별시,관악구,대학동,내국인,26.62,262
서울특별시,노원구,월계2동,내국인,26.61,263
서울특별시,동작구,상도2동,내국인,26.5,264
서울특별시,양천구,신정3동,내국인,26.49,265
서울특별시,마포구,공덕동,내국인,26.45,266
서울특별시,동대문구,이문1동,내국인,26.44,267
서울특별시,노원구,상계8동,내국인,26.37,268
서울특별시,종로구,숭인2동,내국인,26.36,269
서울특별시,강서구,우장산동,내국인,26.32,270
서울특별시,영등포구,양평2동,내국인,26.16,271
서울특별시,서초구,방배3동,내국인,26.14,272
서울특별시,성동구,옥수동,내국인,26.13,273
서울특별시,용산구,원효로2동,내국인,26.09,274
서울특별시,서초구,양재1동,내국인,26.03,275
서울특별시,동작구,신대방2동,내국인,26.0,276
서울특별시,강동구,고덕1동,내국인,25.98,277
서울특별시,은평구,신사2동,내국인,25.93,278
서울특별시,도봉구,도봉2동,내국인,25.92,279
서울특별시,영등포구,대림1동,내국인,25.9,280
서울특별시,은평구,구산동,내국인,25.87,281
서울특별시,노원구,중계본동,내국인,25.86,282
서울특별시,영등포구,신길4동,내국인,25.81,283
서울특별시,동작구,흑석동,내국인,25.8,284
서울특별시,광진구,구의3동,내국인,25.79,285
서울특별시,강북구,삼양동,내국인,25.76,286
서울특별시,은평구,응암1동,내국인,25.72,287
서울특별시,서대문구,충현동,내국인,25.54,288
서울특별시,중랑구,신내2동,내국인,25.53,289
서울특별시,동작구,신대방1동,내국인,25.53,290
서울특별시,종로구,창신3동,내국인,25.49,291
서울특별시,용산구,후암동,내국인,25.33,292
서울특별시,성동구,송정동,내국인,25.31,293
서울특별시,동대문구,용신동,내국인,25.25,294
서울특별시,양천구,신월5동,내국인,25.21,295
서울특별시,도봉구,방학3동,내국인,25.12,296
서울특별시,구로구,구로5동,내국인,25.11,297
서울특별시,은평구,불광2동,내국인,25.07,298
서울특별시,동대문구,청량리동,내국인,25.04,299
서울특별시,송파구,오금동,내국인,25.03,300
서울특별시,강북구,번2동,내국인,24.97,301
서울특별시,서대문구,천연동,내국인,24.89,302
서울특별시,중구,필동,내국인,24.87,303
서울특별시,강남구,삼성2동,내국인,24.8,304
서울특별시,용산구,한강로동,내국인,24.77,305
서울특별시,성북구,장위3동,내국인,24.74,306
서울특별시,도봉구,쌍문4동,내국인,24.74,307
서울특별시,구로구,구로2동,내국인,24.73,308
서울특별시,송파구,풍납2동,내국인,24.73,309
서울특별시,강동구,천호1동,내국인,24.67,310
서울특별시,노원구,상계9동,내국인,24.65,311
서울특별시,강동구,성내1동,내국인,24.6,312
서울특별시,성북구,안암동,내국인,24.56,313
서울특별시,서초구,방배4동,내국인,24.55,314
서울특별시,종로구,창신1동,내국인,24.46,315
서울특별시,용산구,청파동,내국인,24.45,316
서울특별시,서대문구,홍은1동,내국인,24.45,317
서울특별시,강남구,세곡동,내국인,24.35,318
서울특별시,구로구,고척1동,내국인,24.12,319
서울특별시,강동구,강일동,내국인,24.11,320
서울특별시,양천구,신정7동,내국인,24.08,321
서울특별시,송파구,송파2동,내국인,23.91,322
서울특별시,강북구,번3동,내국인,23.88,323
서울특별시,성동구,행당1동,내국인,23.86,324
서울특별시,강서구,등촌3동,내국인,23.84,325
서울특별시,종로구,사직동,내국인,23.77,326
서울특별시,강서구,발산1동,내국인,23.71,327
서울특별시,영등포구,신길5동,내국인,23.64,328
서울특별시,금천구,독산1동,내국인,23.62,329
서울특별시,마포구,아현동,내국인,23.5,330
서울특별시,강남구,도곡2동,내국인,23.31,331
서울특별시,금천구,시흥3동,내국인,23.25,332
서울특별시,구로구,신도림동,내국인,23.24,333
서울특별시,강서구,등촌1동,내국인,23.13,334
서울특별시,성북구,돈암1동,내국인,23.1,335
서울특별시,영등포구,신길7동,내국인,22.95,336
서울특별시,서초구,서초1동,내국인,22.86,337
서울특별시,강동구,둔촌2동,내국인,22.82,338
서울특별시,관악구,성현동,내국인,22.8,339
서울특별시,관악구,삼성동,내국인,22.77,340
서울특별시,마포구,대흥동,내국인,22.76,341
서울특별시,양천구,목5동,내국인,22.74,342
서울특별시,강남구,일원본동,내국인,22.73,343
서울특별시,광진구,광장동,내국인,22.71,344
서울특별시,은평구,대조동,내국인,22.68,345
서울특별시,성동구,성수1가2동,내국인,22.67,346
서울특별시,동대문구,전농2동,내국인,22.53,347
서울특별시,구로구,항동,내국인,22.39,348
서울특별시,영등포구,양평1동,내국인,22.37,349
서울특별시,강남구,개포3동,내국인,22.21,350
서울특별시,중랑구,면목5동,내국인,22.19,351
서울특별시,성북구,돈암2동,내국인,22.12,352
서울특별시,용산구,이촌2동,내국인,21.89,353
서울특별시,종로구,종로5.6가동,내국인,21.83,354
서울특별시,은평구,수색동,내국인,21.75,355
서울특별시,종로구,평창동,내국인,21.6,356
서울특별시,도봉구,도봉1동,내국인,21.56,357
서울특별시,양천구,신정6동,내국인,21.52,358
서울특별시,성동구,성수2가1동,내국인,21.49,359
서울특별시,중구,장충동,내국인,21.39,360
서울특별시,강서구,가양3동,내국인,21.39,361
서울특별시,도봉구,쌍문1동,내국인,21.33,362
서울특별시,강북구,수유1동,내국인,21.26,363
서울특별시,성동구,성수1가1동,내국인,21.08,364
서울특별시,서대문구,연희동,내국인,20.93,365
서울특별시,강남구,대치2동,내국인,20.89,366
서울특별시,강동구,명일2동,내국인,20.82,367
서울특별시,종로구,숭인1동,내국인,20.77,368
서울특별시,종로구,이화동,내국인,20.75,369
서울특별시,강동구,천호2동,내국인,20.65,370
서울특별시,성동구,행당2동,내국인,20.65,371
서울특별시,강남구,도곡1동,내국인,20.64,372
서울특별시,금천구,시흥2동,내국인,20.56,373
서울특별시,중구,광희동,내국인,20.42,374
서울특별시,마포구,성산2동,내국인,20.35,375
서울특별시,강동구,상일2동,내국인,20.29,376
서울특별시,은평구,진관동,내국인,20.09,377
서울특별시,노원구,상계10동,내국인,20.09,378
서울특별시,서초구,양재2동,내국인,19.98,379
서울특별시,강남구,대치1동,내국인,19.98,380
서울특별시,노원구,중계1동,내국인,19.94,381
서울특별시,종로구,무악동,내국인,19.83,382
서울특별시,노원구,월계3동,내국인,19.72,383
서울특별시,강서구,가양2동,내국인,19.72,384
서울특별시,노원구,하계1동,내국인,19.69,385
서울특별시,송파구,잠실7동,내국인,19.65,386
서울특별시,영등포구,영등포동,내국인,19.63,387
서울특별시,강북구,우이동,내국인,19.57,388
서울특별시,강동구,둔촌1동,내국인,19.42,389
서울특별시,영등포구,영등포본동,내국인,19.28,390
서울특별시,영등포구,여의동,내국인,18.99,391
서울특별시,관악구,보라매동,내국인,18.97,392
서울특별시,강동구,암사3동,내국인,18.77,393
서울특별시,동대문구,제기동,내국인,18.71,394
서울특별시,강남구,역삼2동,내국인,18.68,395
서울특별시,중랑구,상봉1동,내국인,18.68,396
서울특별시,송파구,문정2동,내국인,18.45,397
서울특별시,용산구,효창동,내국인,18.4,398
서울특별시,서초구,반포2동,내국인,18.06,399
서울특별시,서초구,반포3동,내국인,18.02,400
서울특별시,종로구,교남동,내국인,17.77,401
서울특별시,광진구,자양3동,내국인,17.63,402
서울특별시,성북구,성북동,내국인,17.53,403
서울특별시,양천구,목1동,내국인,17.33,404
서울특별시,강남구,개포1동,내국인,17.27,405
서울특별시,금천구,가산동,내국인,17.21,406
서울특별시,성북구,길음2동,내국인,16.73,407
서울특별시,송파구,잠실4동,내국인,16.72,408
서울특별시,동대문구,전농1동,내국인,16.68,409
서울특별시,중구,명동,내국인,16.38,410
서울특별시,송파구,오륜동,내국인,16.38,411
서울특별시,노원구,중계2.3동,내국인,16.09,412
서울특별시,강서구,방화2동,내국인,15.97,413
서울특별시,종로구,청운효자동,내국인,15.55,414
서울특별시,중구,소공동,내국인,15.36,415
서울특별시,서초구,내곡동,내국인,15.35,416
서울특별시,강남구,삼성1동,내국인,14.39,417
서울특별시,송파구,잠실6동,내국인,14.15,418
서울특별시,종로구,가회동,내국인,14.01,419
서울특별시,중구,회현동,내국인,11.33,420
서울특별시,종로구,부암동,내국인,11.17,421
서울특별시,송파구,잠실2동,내국인,11.13,422
서울특별시,송파구,잠실3동,내국인,10.94,423
서울특별시,용산구,서빙고동,내국인,8.75,424
서울특별시,종로구,삼청동,내국인,8.64,425
서울특별시,서초구,반포4동,내국인,6.5,426
서울특별시,금천구,독산4동,외국인,97.09,1
서울특별시,용산구,이태원1동,외국인,79.81,2
서울특별시,성동구,마장동,외국인,76.78,3
서울특별시,성동구,금호4가동,외국인,73.65,4
서울특별시,영등포구,대림3동,외국인,72.93,5
서울특별시,중구,청구동,외국인,71.79,6
서울특별시,구로구,오류1동,외국인,71.17,7
서울특별시,용산구,용문동,외국인,70.83,8
서울특별시,강남구,청담동,외국인,70.81,9
서울특별시,송파구,방이2동,외국인,70.67,10
서울특별시,강남구,논현1동,외국인,69.89,11
서울특별시,강남구,대치4동,외국인,68.53,12
서울특별시,구로구,가리봉동,외국인,68.46,13
서울특별시,구로구,개봉1동,외국인,68.16,14
서울특별시,구로구,구로3동,외국인,68.09,15
서울특별시,서대문구,천연동,외국인,68.03,16
서울특별시,금천구,독산2동,외국인,67.98,17
서울특별시,용산구,이태원2동,외국인,67.28,18
서울특별시,중구,신당동,외국인,67.01,19
서울특별시,용산구,원효로2동,외국인,66.9,20
서울특별시,영등포구,대림1동,외국인,66.87,21
서울특별시,구로구,수궁동,외국인,66.58,22
서울특별시,중랑구,면목3.8동,외국인,66.27,23
서울특별시,광진구,구의1동,외국인,66.14,24
서울특별시,성동구,왕십리2동,외국인,66.03,25
서울특별시,송파구,방이1동,외국인,65.1,26
서울특별시,종로구,창신3동,외국인,64.5,27
서울특별시,강동구,길동,외국인,64.08,28
서울특별시,동대문구,장안2동,외국인,63.96,29
서울특별시,용산구,보광동,외국인,63.72,30
서울특별시,서대문구,홍제1동,외국인,62.78,31
서울특별시,송파구,풍납1동,외국인,62.78,32
서울특별시,노원구,상계2동,외국인,62.37,33
서울특별시,중구,신당5동,외국인,62.3,34
서울특별시,마포구,용강동,외국인,62.24,35
서울특별시,중랑구,망우3동,외국인,61.94,36
서울특별시,성동구,왕십리도선동,외국인,61.51,37
서울특별시,서초구,잠원동,외국인,61.42,38
서울특별시,강서구,등촌2동,외국인,61.38,39
서울특별시,구로구,신도림동,외국인,60.51,40
서울특별시,서초구,방배본동,외국인,59.29,41
서울특별시,광진구,화양동,외국인,58.94,42
서울특별시,강동구,성내2동,외국인,58.65,43
서울특별시,송파구,잠실본동,외국인,58.58,44
서울특별시,관악구,남현동,외국인,58.41,45
서울특별시,강서구,화곡6동,외국인,58.37,46
서울특별시,용산구,이촌2동,외국인,58.31,47
서울특별시,동대문구,장안1동,외국인,57.86,48
서울특별시,관악구,신림동,외국인,57.19,49
서울특별시,동작구,사당2동,외국인,57.11,50
서울특별시,구로구,고척2동,외국인,56.89,51
서울특별시,강서구,등촌3동,외국인,56.7,52
서울특별시,광진구,자양4동,외국인,56.56,53
서울특별시,강남구,삼성2동,외국인,56.51,54
서울특별시,영등포구,대림2동,외국인,56.43,55
서울특별시,강동구,천호3동,외국인,56.37,56
서울특별시,서초구,양재1동,외국인,56.26,57
서울특별시,중구,중림동,외국인,56.24,58
서울특별시,은평구,응암3동,외국인,56.07,59
서울특별시,관악구,서원동,외국인,55.81,60
서울특별시,도봉구,창2동,외국인,55.64,61
서울특별시,영등포구,도림동,외국인,55.57,62
서울특별시,강남구,논현2동,외국인,55.38,63
서울특별시,중구,황학동,외국인,55.3,64
서울특별시,은평구,갈현2동,외국인,55.25,65
서울특별시,용산구,용산2가동,외국인,55.07,66
서울특별시,관악구,낙성대동,외국인,54.97,67
서울특별시,영등포구,영등포본동,외국인,54.79,68
서울특별시,송파구,삼전동,외국인,54.76,69
서울특별시,중랑구,중화2동,외국인,54.61,70
서울특별시,송파구,가락본동,외국인,54.59,71
서울특별시,서대문구,남가좌1동,외국인,54.57,72
서울특별시,강북구,수유3동,외국인,54.45,73
서울특별시,중구,다산동,외국인,54.28,74
서울특별시,영등포구,당산2동,외국인,54.24,75
서울특별시,동작구,노량진1동,외국인,53.81,76
서울특별시,성북구,동선동,외국인,53.79,77
서울특별시,서초구,서초4동,외국인,53.7,78
서울특별시,은평구,신사1동,외국인,53.31,79
서울특별시,서초구,방배2동,외국인,53.08,80
서울특별시,서대문구,충현동,외국인,52.87,81
서울특별시,강남구,신사동,외국인,52.76,82
서울특별시,강동구,암사1동,외국인,52.58,83
서울특별시,성동구,금호2.3가동,외국인,52.49,84
서울특별시,종로구,창신2동,외국인,52.47,85
서울특별시,성북구,장위2동,외국인,52.47,86
서울특별시,송파구,가락1동,외국인,51.72,87
서울특별시,구로구,구로2동,외국인,51.65,88
서울특별시,강남구,압구정동,외국인,51.58,89
서울특별시,강남구,도곡2동,외국인,51.32,90
서울특별시,성동구,금호1가동,외국인,51.13,91
서울특별시,서초구,반포본동,외국인,51.08,92
서울특별시,도봉구,창1동,외국인,50.8,93
서울특별시,마포구,서교동,외국인,50.76,94
서울특별시,성북구,정릉3동,외국인,50.69,95
서울특별시,금천구,시흥1동,외국인,50.35,96
서울특별시,강서구,화곡2동,외국인,50.31,97
서울특별시,구로구,구로4동,외국인,49.87,98
서울특별시,구로구,개봉3동,외국인,49.83,99
서울특별시,광진구,능동,외국인,49.6,100
서울특별시,마포구,염리동,외국인,49.54,101
서울특별시,중랑구,상봉2동,외국인,49.44,102
서울특별시,강동구,둔촌2동,외국인,49.13,103
서울특별시,영등포구,문래동,외국인,48.97,104
서울특별시,강북구,수유2동,외국인,48.75,105
서울특별시,영등포구,신길1동,외국인,48.6,106
서울특별시,송파구,석촌동,외국인,48.4,107
서울특별시,마포구,도화동,외국인,48.23,108
서울특별시,광진구,자양2동,외국인,48.22,109
서울특별시,노원구,중계4동,외국인,48.18,110
서울특별시,성북구,정릉2동,외국인,48.16,111
서울특별시,강서구,화곡3동,외국인,48.12,112
서울특별시,강서구,화곡1동,외국인,48.11,113
서울특별시,성북구,석관동,외국인,48.1,114
서울특별시,강서구,화곡4동,외국인,48.0,115
서울특별시,용산구,원효로1동,외국인,47.91,116
서울특별시,강북구,미아동,외국인,47.81,117
서울특별시,서대문구,북가좌2동,외국인,47.73,118
서울특별시,영등포구,당산1동,외국인,47.67,119
서울특별시,은평구,갈현1동,외국인,47.63,120
서울특별시,강남구,세곡동,외국인,47.59,121
서울특별시,마포구,서강동,외국인,47.47,122
서울특별시,강북구,송중동,외국인,47.3,123
서울특별시,양천구,신정4동,외국인,47.3,124
서울특별시,성동구,행당1동,외국인,47.14,125
서울특별시,서초구,반포1동,외국인,47.1,126
서울특별시,송파구,거여2동,외국인,47.08,127
