시도명,시군구명,행정동명,내외국인 구분,전체 대비 야간관광 방문객 수 비율,순위
서울특별시,광진구,구의1동,내국인,38.86,142
서울특별시,은평구,대조동,내국인,38.68,143
서울특별시,성북구,안암동,내국인,38.66,144
서울특별시,구로구,개봉2동,내국인,38.66,145
서울특별시,도봉구,쌍문4동,내국인,38.59,146
서울특별시,강서구,화곡3동,내국인,38.56,147
서울특별시,강서구,방화1동,내국인,38.49,148
서울특별시,중랑구,중화2동,내국인,38.49,149
서울특별시,광진구,중곡3동,내국인,38.46,150
서울특별시,구로구,항동,내국인,38.43,151
서울특별시,강북구,번2동,내국인,38.42,152
서울특별시,중랑구,상봉1동,내국인,38.38,153
서울특별시,노원구,중계본동,내국인,38.33,154
서울특별시,은평구,갈현2동,내국인,38.31,155
서울특별시,동대문구,회기동,내국인,38.27,156
서울특별시,성북구,삼선동,내국인,38.25,157
서울특별시,구로구,개봉1동,내국인,38.17,158
서울특별시,양천구,신정4동,내국인,38.12,159
서울특별시,강북구,인수동,내국인,38.12,160
서울특별시,구로구,구로4동,내국인,38.11,161
서울특별시,성북구,보문동,내국인,38.07,162
서울특별시,성북구,돈암1동,내국인,37.99,163
서울특별시,관악구,삼성동,내국인,37.98,164
서울특별시,노원구,월계1동,내국인,37.97,165
서울특별시,송파구,가락본동,내국인,37.95,166
서울특별시,중랑구,망우3동,내국인,37.93,167
서울특별시,송파구,송파2동,내국인,37.91,168
서울특별시,강남구,논현1동,내국인,37.85,169
서울특별시,관악구,신사동,내국인,37.83,170
서울특별시,중구,청구동,내국인,37.72,171
서울특별시,영등포구,대림2동,내국인,37.68,172
서울특별시,금천구,독산3동,내국인,37.65,173
서울특별시,영등포구,도림동,내국인,37.62,174
서울특별시,송파구,송파1동,내국인,37.57,175
서울특별시,종로구,창신3동,내국인,37.54,176
서울특별시,영등포구,당산1동,내국인,37.53,177
서울특별시,구로구,구로1동,내국인,37.41,178
서울특별시,동대문구,이문2동,내국인,37.41,179
서울특별시,광진구,중곡1동,내국인,37.38,180
서울특별시,영등포구,신길3동,내국인,37.35,181
서울특별시,성북구,정릉1동,내국인,37.23,182
서울특별시,구로구,오류1동,내국인,37.23,183
서울특별시,종로구,혜화동,내국인,37.21,184
서울특별시,성북구,장위3동,내국인,37.2,185
서울특별시,동작구,신대방1동,내국인,37.08,186
서울특별시,동대문구,장안2동,내국인,37.07,187
서울특별시,중구,신당5동,내국인,37.02,188
서울특별시,금천구,시흥5동,내국인,37.02,189
서울특별시,양천구,신월6동,내국인,37.02,190
서울특별시,영등포구,대림1동,내국인,37.01,191
서울특별시,중랑구,면목2동,내국인,36.97,192
서울특별시,금천구,시흥3동,내국인,36.91,193
서울특별시,강서구,화곡4동,내국인,36.88,194
서울특별시,마포구,공덕동,내국인,36.86,195
서울특별시,마포구,서강동,내국인,36.8,196
서울특별시,중랑구,면목4동,내국인,36.74,197
서울특별시,서초구,방배2동,내국인,36.71,198
서울특별시,마포구,성산1동,내국인,36.71,199
서울특별시,송파구,오금동,내국인,36.62,200
서울특별시,성동구,용답동,내국인,36.56,201
서울특별시,양천구,목2동,내국인,36.55,202
서울특별시,송파구,가락1동,내국인,36.52,203
서울특별시,강동구,암사3동,내국인,36.5,204
서울특별시,마포구,대흥동,내국인,36.45,205
서울특별시,성북구,정릉4동,내국인,36.43,206
서울특별시,중랑구,면목7동,내국인,36.43,207
서울특별시,구로구,구로5동,내국인,36.39,208
서울특별시,양천구,신정1동,내국인,36.38,209
서울특별시,양천구,목5동,내국인,36.37,210
서울특별시,은평구,녹번동,내국인,36.35,211
서울특별시,서초구,서초4동,내국인,36.34,212
서울특별시,노원구,중계1동,내국인,36.33,213
서울특별시,성북구,월곡2동,내국인,36.32,214
서울특별시,영등포구,신길4동,내국인,36.32,215
서울특별시,중랑구,중화1동,내국인,36.29,216
서울특별시,중랑구,묵2동,내국인,36.27,217
서울특별시,마포구,합정동,내국인,36.25,218
서울특별시,도봉구,방학1동,내국인,36.2,219
서울특별시,구로구,오류2동,내국인,36.14,220
서울특별시,강북구,번3동,내국인,36.03,221
서울특별시,성북구,정릉2동,내국인,35.94,222
서울특별시,노원구,공릉1동,내국인,35.75,223
서울특별시,서대문구,신촌동,내국인,35.68,224
서울특별시,성북구,월곡1동,내국인,35.66,225
서울특별시,마포구,망원1동,내국인,35.63,226
서울특별시,구로구,구로3동,내국인,35.62,227
서울특별시,동대문구,장안1동,내국인,35.6,228
서울특별시,관악구,조원동,내국인,35.47,229
서울특별시,동대문구,휘경2동,내국인,35.44,230
서울특별시,마포구,망원2동,내국인,35.41,231
서울특별시,마포구,신수동,내국인,35.4,232
서울특별시,양천구,신월3동,내국인,35.37,233
서울특별시,중랑구,면목5동,내국인,35.36,234
서울특별시,양천구,신월1동,내국인,35.35,235
서울특별시,구로구,수궁동,내국인,35.34,236
서울특별시,영등포구,신길1동,내국인,35.31,237
서울특별시,영등포구,당산2동,내국인,35.26,238
서울특별시,성동구,응봉동,내국인,35.25,239
서울특별시,양천구,신정7동,내국인,35.24,240
서울특별시,동대문구,청량리동,내국인,35.23,241
서울특별시,용산구,효창동,내국인,35.2,242
서울특별시,영등포구,문래동,내국인,35.17,243
서울특별시,구로구,신도림동,내국인,35.14,244
서울특별시,마포구,성산2동,내국인,35.13,245
서울특별시,강동구,명일2동,내국인,35.13,246
서울특별시,서대문구,홍은1동,내국인,35.04,247
서울특별시,용산구,한남동,내국인,35.02,248
서울특별시,양천구,신정2동,내국인,34.93,249
서울특별시,성북구,정릉3동,내국인,34.84,250
서울특별시,동대문구,전농2동,내국인,34.84,251
서울특별시,영등포구,양평2동,내국인,34.83,252
서울특별시,송파구,잠실2동,내국인,34.8,253
서울특별시,양천구,신월5동,내국인,34.79,254
서울특별시,영등포구,영등포동,내국인,34.77,255
서울특별시,성동구,사근동,내국인,34.76,256
서울특별시,송파구,잠실7동,내국인,34.72,257
서울특별시,광진구,능동,내국인,34.71,258
서울특별시,도봉구,창3동,내국인,34.7,259
서울특별시,동작구,흑석동,내국인,34.68,260
서울특별시,중랑구,신내2동,내국인,34.68,261
서울특별시,서대문구,홍제2동,내국인,34.63,262
서울특별시,용산구,용산2가동,내국인,34.62,263
서울특별시,양천구,신월7동,내국인,34.57,264
서울특별시,양천구,신정3동,내국인,34.52,265
서울특별시,강남구,수서동,내국인,34.47,266
서울특별시,금천구,독산1동,내국인,34.47,267
서울특별시,성동구,마장동,내국인,34.47,268
서울특별시,서대문구,연희동,내국인,34.44,269
서울특별시,종로구,숭인1동,내국인,34.4,270
서울특별시,강남구,역삼1동,내국인,34.38,271
서울특별시,동작구,사당2동,내국인,34.31,272
서울특별시,용산구,이태원2동,내국인,34.31,273
서울특별시,광진구,자양4동,내국인,34.3,274
서울특별시,강서구,발산1동,내국인,34.26,275
서울특별시,성동구,옥수동,내국인,34.26,276
서울특별시,동작구,노량진1동,내국인,34.24,277
서울특별시,노원구,중계2.3동,내국인,34.22,278
서울특별시,성동구,금호4가동,내국인,34.19,279
서울특별시,성북구,성북동,내국인,34.16,280
서울특별시,노원구,상계8동,내국인,34.14,281
서울특별시,노원구,월계3동,내국인,34.13,282
서울특별시,동작구,대방동,내국인,34.09,283
서울특별시,중구,약수동,내국인,34.09,284
서울특별시,노원구,상계6.7동,내국인,34.08,285
서울특별시,영등포구,영등포본동,내국인,34.08,286
서울특별시,도봉구,방학2동,내국인,34.08,287
서울특별시,중구,황학동,내국인,34.02,288
서울특별시,서초구,잠원동,내국인,33.99,289
서울특별시,노원구,하계1동,내국인,33.96,290
서울특별시,강남구,대치4동,내국인,33.95,291
서울특별시,마포구,아현동,내국인,33.95,292
서울특별시,금천구,시흥1동,내국인,33.95,293
서울특별시,용산구,이촌1동,내국인,33.93,294
서울특별시,마포구,용강동,내국인,33.93,295
서울특별시,마포구,염리동,내국인,33.9,296
서울특별시,광진구,자양3동,내국인,33.86,297
서울특별시,광진구,자양2동,내국인,33.86,298
서울특별시,서대문구,홍은2동,내국인,33.85,299
서울특별시,중구,광희동,내국인,33.77,300
서울특별시,서초구,반포3동,내국인,33.76,301
서울특별시,서대문구,홍제3동,내국인,33.76,302
서울특별시,강서구,방화3동,내국인,33.75,303
서울특별시,용산구,보광동,내국인,33.74,304
서울특별시,강서구,염창동,내국인,33.66,305
서울특별시,구로구,구로2동,내국인,33.65,306
서울특별시,종로구,창신1동,내국인,33.65,307
서울특별시,강동구,천호2동,내국인,33.64,308
서울특별시,은평구,진관동,내국인,33.61,309
서울특별시,은평구,수색동,내국인,33.57,310
서울특별시,은평구,불광1동,내국인,33.55,311
서울특별시,강남구,압구정동,내국인,33.54,312
서울특별시,서초구,방배본동,내국인,33.49,313
서울특별시,성동구,성수1가1동,내국인,33.48,314
서울특별시,강남구,신사동,내국인,33.46,315
서울특별시,강동구,강일동,내국인,33.46,316
서울특별시,동작구,노량진2동,내국인,33.45,317
서울특별시,강남구,청담동,내국인,33.39,318
서울특별시,중구,다산동,내국인,33.39,319
서울특별시,광진구,구의2동,내국인,33.31,320
서울특별시,서대문구,홍제1동,내국인,33.28,321
서울특별시,노원구,월계2동,내국인,33.24,322
서울특별시,노원구,상계10동,내국인,33.21,323
서울특별시,노원구,공릉2동,내국인,33.16,324
서울특별시,송파구,잠실3동,내국인,33.14,325
서울특별시,노원구,상계3.4동,내국인,33.11,326
서울특별시,성동구,성수1가2동,내국인,33.01,327
서울특별시,용산구,서빙고동,내국인,32.93,328
서울특별시,광진구,광장동,내국인,32.88,329
서울특별시,서초구,방배4동,내국인,32.87,330
서울특별시,동작구,신대방2동,내국인,32.82,331
서울특별시,서대문구,천연동,내국인,32.82,332
서울특별시,마포구,상암동,내국인,32.81,333
서울특별시,용산구,청파동,내국인,32.81,334
서울특별시,광진구,중곡4동,내국인,32.74,335
서울특별시,서초구,반포본동,내국인,32.72,336
서울특별시,도봉구,도봉2동,내국인,32.71,337
서울특별시,송파구,풍납1동,내국인,32.7,338
서울특별시,양천구,신정6동,내국인,32.67,339
서울특별시,서초구,서초2동,내국인,32.66,340
서울특별시,송파구,잠실6동,내국인,32.58,341
서울특별시,서초구,반포2동,내국인,32.58,342
서울특별시,종로구,숭인2동,내국인,32.58,343
서울특별시,송파구,방이1동,내국인,32.5,344
서울특별시,서초구,방배1동,내국인,32.46,345
서울특별시,종로구,부암동,내국인,32.45,346
서울특별시,동대문구,용신동,내국인,32.4,347
서울특별시,강서구,가양1동,내국인,32.39,348
서울특별시,강동구,성내3동,내국인,32.39,349
서울특별시,강남구,논현2동,내국인,32.37,350
서울특별시,용산구,원효로2동,내국인,32.31,351
서울특별시,광진구,구의3동,내국인,32.29,352
서울특별시,양천구,목1동,내국인,32.28,353
서울특별시,강동구,성내1동,내국인,32.26,354
서울특별시,동대문구,제기동,내국인,32.24,355
서울특별시,용산구,한강로동,내국인,32.12,356
서울특별시,성동구,성수2가3동,내국인,32.08,357
서울특별시,금천구,시흥2동,내국인,32.08,358
서울특별시,송파구,풍납2동,내국인,32.06,359
서울특별시,노원구,상계1동,내국인,31.98,360
서울특별시,용산구,후암동,내국인,31.97,361
서울특별시,송파구,문정2동,내국인,31.95,362
서울특별시,강남구,삼성2동,내국인,31.91,363
서울특별시,강남구,세곡동,내국인,31.89,364
서울특별시,서초구,서초1동,내국인,31.86,365
서울특별시,서초구,방배3동,내국인,31.83,366
서울특별시,성동구,성수2가1동,내국인,31.82,367
서울특별시,중랑구,망우본동,내국인,31.81,368
서울특별시,송파구,오륜동,내국인,31.81,369
서울특별시,송파구,잠실4동,내국인,31.81,370
서울특별시,강서구,등촌3동,내국인,31.8,371
서울특별시,서초구,내곡동,내국인,31.76,372
서울특별시,종로구,평창동,내국인,31.73,373
서울특별시,도봉구,창4동,내국인,31.7,374
서울특별시,강남구,일원본동,내국인,31.57,375
서울특별시,용산구,남영동,내국인,31.52,376
서울특별시,강서구,가양2동,내국인,31.49,377
서울특별시,용산구,원효로1동,내국인,31.43,378
서울특별시,종로구,무악동,내국인,31.38,379
서울특별시,강북구,우이동,내국인,31.28,380
서울특별시,강동구,둔촌2동,내국인,31.24,381
서울특별시,중구,중림동,내국인,31.23,382
서울특별시,용산구,이촌2동,내국인,31.22,383
서울특별시,강남구,대치1동,내국인,31.21,384
서울특별시,강남구,대치2동,내국인,31.14,385
서울특별시,강남구,역삼2동,내국인,31.13,386
서울특별시,도봉구,도봉1동,내국인,31.12,387
서울특별시,강남구,삼성1동,내국인,31.11,388
서울특별시,종로구,교남동,내국인,31.1,389
서울특별시,강서구,방화2동,내국인,31.03,390
서울특별시,강동구,고덕1동,내국인,31.01,391
서울특별시,중구,필동,내국인,30.99,392
서울특별시,서초구,반포4동,내국인,30.98,393
서울특별시,강동구,암사2동,내국인,30.96,394
서울특별시,서초구,양재2동,내국인,30.85,395
서울특별시,강남구,개포2동,내국인,30.62,396
서울특별시,서초구,양재1동,내국인,30.61,397
서울특별시,종로구,종로1.2.3.4가동,내국인,30.59,398
서울특별시,중구,장충동,내국인,30.44,399
서울특별시,금천구,가산동,내국인,30.4,400
서울특별시,관악구,대학동,내국인,30.33,401
서울특별시,중구,을지로동,내국인,30.29,402
서울특별시,강서구,가양3동,내국인,30.22,403
서울특별시,서초구,서초3동,내국인,30.1,404
서울특별시,강남구,도곡1동,내국인,30.0,405
서울특별시,강남구,개포4동,내국인,29.97,406
서울특별시,서대문구,충현동,내국인,29.9,407
서울특별시,영등포구,여의동,내국인,29.86,408
서울특별시,종로구,이화동,내국인,29.83,409
서울특별시,강서구,공항동,내국인,29.5,410
서울특별시,강동구,고덕2동,내국인,29.02,411
서울특별시,종로구,종로5.6가동,내국인,28.92,412
서울특별시,서대문구,북아현동,내국인,28.68,413
서울특별시,종로구,사직동,내국인,28.58,414
서울특별시,강남구,도곡2동,내국인,28.54,415
서울특별시,강동구,둔촌1동,내국인,28.09,416
서울특별시,중구,명동,내국인,28.04,417
서울특별시,중구,소공동,내국인,27.74,418
서울특별시,중구,회현동,내국인,27.5,419
서울특별시,강남구,개포1동,내국인,27.42,420
서울특별시,종로구,청운효자동,내국인,26.72,421
서울특별시,종로구,가회동,내국인,25.88,422
서울특별시,종로구,삼청동,내국인,23.18,423
서울특별시,양천구,목2동,외국인,56.18,1
서울특별시,중랑구,면목4동,외국인,56.04,2
서울특별시,중구,청구동,외국인,55.78,3
서울특별시,용산구,후암동,외국인,54.79,4
서울특별시,구로구,가리봉동,외국인,54.6,5
서울특별시,강북구,번2동,외국인,54.13,6
서울특별시,성동구,옥수동,외국인,54.01,7
서울특별시,강북구,송천동,외국인,53.91,8
서울특별시,중구,신당동,외국인,53.67,9
서울특별시,은평구,갈현1동,외국인,53.6,10
서울특별시,성북구,돈암2동,외국인,53.4,11
서울특별시,용산구,이촌1동,외국인,53.24,12
서울특별시,동작구,사당4동,외국인,53.23,13
서울특별시,금천구,독산2동,외국인,53.22,14
서울특별시,성동구,왕십리2동,외국인,53.21,15
서울특별시,은평구,불광2동,외국인,53.15,16
서울특별시,용산구,이태원1동,외국인,53.1,17
서울특별시,종로구,평창동,외국인,53.05,18
서울특별시,종로구,창신2동,외국인,53.03,19
서울특별시,성북구,장위3동,외국인,52.97,20
서울특별시,성북구,장위1동,외국인,52.96,21
서울특별시,성북구,장위2동,외국인,52.88,22
서울특별시,송파구,가락1동,외국인,52.83,23
서울특별시,양천구,신월7동,외국인,52.83,24
서울특별시,금천구,독산4동,외국인,52.79,25
서울특별시,서대문구,천연동,외국인,52.79,26
서울특별시,성동구,응봉동,외국인,52.77,27
서울특별시,영등포구,대림1동,외국인,52.73,28
서울특별시,서대문구,홍은1동,외국인,52.71,29
서울특별시,은평구,신사1동,외국인,52.71,30
서울특별시,중랑구,중화1동,외국인,52.67,31
서울특별시,광진구,자양3동,외국인,52.62,32
서울특별시,구로구,고척2동,외국인,52.61,33
서울특별시,용산구,서빙고동,외국인,52.54,34
서울특별시,용산구,이촌2동,외국인,52.47,35
서울특별시,관악구,조원동,외국인,52.46,36
서울특별시,강서구,가양3동,외국인,52.46,37
서울특별시,강북구,인수동,외국인,52.45,38
서울특별시,성북구,성북동,외국인,52.43,39
서울특별시,영등포구,도림동,외국인,52.4,40
서울특별시,구로구,개봉1동,외국인,52.35,41
서울특별시,용산구,이태원2동,외국인,52.33,42
서울특별시,구로구,구로1동,외국인,52.28,43
서울특별시,용산구,보광동,외국인,52.25,44
서울특별시,강동구,고덕1동,외국인,52.25,45
서울특별시,노원구,중계본동,외국인,52.25,46
서울특별시,성동구,금호1가동,외국인,52.24,47
서울특별시,구로구,구로4동,외국인,52.23,48
서울특별시,중구,신당5동,외국인,52.23,49
서울특별시,은평구,대조동,외국인,52.2,50
서울특별시,종로구,창신3동,외국인,52.2,51
서울특별시,관악구,성현동,외국인,52.16,52
서울특별시,동작구,상도3동,외국인,52.16,53
서울특별시,중랑구,면목5동,외국인,52.16,54
서울특별시,은평구,구산동,외국인,52.14,55
서울특별시,서대문구,충현동,외국인,52.12,56
서울특별시,성북구,정릉1동,외국인,52.12,57
서울특별시,송파구,잠실7동,외국인,52.1,58
서울특별시,중랑구,면목2동,외국인,52.1,59
서울특별시,강북구,삼각산동,외국인,52.09,60
서울특별시,도봉구,쌍문1동,외국인,52.08,61
서울특별시,영등포구,신길5동,외국인,52.07,62
서울특별시,성동구,금호2.3가동,외국인,52.07,63
서울특별시,구로구,구로2동,외국인,52.06,64
서울특별시,중랑구,중화2동,외국인,52.06,65
서울특별시,노원구,하계2동,외국인,52.05,66
서울특별시,구로구,고척1동,외국인,52.04,67
서울특별시,성북구,길음1동,외국인,52.04,68
서울특별시,서대문구,남가좌1동,외국인,52.04,69
서울특별시,강서구,화곡4동,외국인,52.04,70
서울특별시,금천구,시흥2동,외국인,52.04,71
서울특별시,관악구,신사동,외국인,52.02,72
서울특별시,동작구,상도4동,외국인,52.0,73
서울특별시,송파구,풍납1동,외국인,51.99,74
서울특별시,은평구,응암2동,외국인,51.99,75
서울특별시,영등포구,신길7동,외국인,51.96,76
서울특별시,서대문구,북아현동,외국인,51.95,77
서울특별시,강서구,화곡본동,외국인,51.92,78
서울특별시,광진구,중곡3동,외국인,51.92,79
서울특별시,관악구,인헌동,외국인,51.91,80
서울특별시,중구,약수동,외국인,51.9,81
서울특별시,송파구,장지동,외국인,51.88,82
서울특별시,서대문구,홍제1동,외국인,51.88,83
서울특별시,서초구,반포2동,외국인,51.86,84
서울특별시,서초구,방배2동,외국인,51.86,85
서울특별시,은평구,불광1동,외국인,51.86,86
서울특별시,성북구,월곡1동,외국인,51.86,87
서울특별시,관악구,삼성동,외국인,51.85,88
서울특별시,마포구,망원1동,외국인,51.83,89
서울특별시,관악구,낙성대동,외국인,51.83,90
서울특별시,송파구,거여1동,외국인,51.83,91
서울특별시,구로구,개봉3동,외국인,51.82,92
서울특별시,강서구,등촌3동,외국인,51.81,93
서울특별시,서초구,방배본동,외국인,51.8,94
서울특별시,중구,광희동,외국인,51.77,95
서울특별시,구로구,신도림동,외국인,51.77,96
서울특별시,서초구,방배4동,외국인,51.77,97
서울특별시,성동구,금호4가동,외국인,51.75,98
서울특별시,영등포구,대림2동,외국인,51.74,99
서울특별시,용산구,원효로1동,외국인,51.74,100
서울특별시,성동구,행당2동,외국인,51.74,101
서울특별시,금천구,독산1동,외국인,51.73,102
서울특별시,영등포구,대림3동,외국인,51.72,103
서울특별시,도봉구,도봉2동,외국인,51.72,104
서울특별시,도봉구,방학3동,외국인,51.72,105
서울특별시,구로구,수궁동,외국인,51.71,106
서울특별시,금천구,시흥5동,외국인,51.7,107
서울특별시,노원구,월계3동,외국인,51.69,108
서울특별시,마포구,연남동,외국인,51.68,109
서울특별시,광진구,구의2동,외국인,51.67,110
서울특별시,노원구,하계1동,외국인,51.66,111
서울특별시,동작구,상도2동,외국인,51.65,112
서울특별시,마포구,신수동,외국인,51.64,113
서울특별시,양천구,신월6동,외국인,51.64,114
서울특별시,송파구,잠실4동,외국인,51.63,115
서울특별시,관악구,은천동,외국인,51.61,116
서울특별시,광진구,자양1동,외국인,51.6,117
서울특별시,노원구,공릉1동,외국인,51.6,118
서울특별시,도봉구,도봉1동,외국인,51.58,119
서울특별시,마포구,아현동,외국인,51.57,120
서울특별시,관악구,서림동,외국인,51.57,121
서울특별시,강북구,번3동,외국인,51.57,122
서울특별시,도봉구,창4동,외국인,51.56,123
서울특별시,용산구,용문동,외국인,51.53,124
서울특별시,서대문구,홍은2동,외국인,51.52,125
서울특별시,마포구,공덕동,외국인,51.51,126
서울특별시,마포구,도화동,외국인,51.51,127
서울특별시,관악구,미성동,외국인,51.5,128
