시도명,시군구명,행정동명,내외국인 구분,전체 대비 야간관광 방문객 수 비율,순위
서울특별시,성북구,장위1동,내국인,44.95,49
서울특별시,양천구,신정1동,내국인,44.89,50
서울특별시,송파구,잠실본동,내국인,44.86,51
서울특별시,송파구,장지동,내국인,44.79,52
서울특별시,서초구,방배2동,내국인,44.66,53
서울특별시,강북구,수유2동,내국인,44.55,54
서울특별시,성동구,금호2.3가동,내국인,44.27,55
서울특별시,영등포구,신길7동,내국인,44.11,56
서울특별시,구로구,고척1동,내국인,44.01,57
서울특별시,동작구,상도2동,내국인,43.96,58
서울특별시,강북구,수유3동,내국인,43.86,59
서울특별시,양천구,목4동,내국인,43.83,60
서울특별시,동작구,사당3동,내국인,43.8,61
서울특별시,관악구,신원동,내국인,43.72,62
서울특별시,강서구,등촌1동,내국인,43.64,63
서울특별시,성북구,동선동,내국인,43.46,64
서울특별시,서대문구,북가좌2동,내국인,43.41,65
서울특별시,동작구,상도3동,내국인,43.34,66
서울특별시,금천구,시흥4동,내국인,43.17,67
서울특별시,강서구,우장산동,내국인,43.11,68
서울특별시,강동구,상일2동,내국인,43.02,69
서울특별시,구로구,고척2동,내국인,42.96,70
서울특별시,양천구,신월4동,내국인,42.86,71
서울특별시,강북구,삼양동,내국인,42.84,72
서울특별시,강남구,일원1동,내국인,42.82,73
서울특별시,관악구,난향동,내국인,42.69,74
서울특별시,강서구,화곡본동,내국인,42.64,75
서울특별시,송파구,방이2동,내국인,42.49,76
서울특별시,중랑구,면목3.8동,내국인,42.33,77
서울특별시,강남구,논현1동,내국인,42.28,78
서울특별시,은평구,갈현1동,내국인,42.18,79
서울특별시,관악구,남현동,내국인,42.17,80
서울특별시,성북구,장위2동,내국인,42.17,81
서울특별시,성북구,돈암2동,내국인,42.02,82
서울특별시,은평구,불광2동,내국인,42.01,83
서울특별시,영등포구,대림3동,내국인,41.92,84
서울특별시,동작구,상도1동,내국인,41.88,85
서울특별시,강동구,암사1동,내국인,41.88,86
서울특별시,강동구,천호1동,내국인,41.86,87
서울특별시,은평구,증산동,내국인,41.73,88
서울특별시,중구,동화동,내국인,41.69,89
서울특별시,강동구,상일1동,내국인,41.66,90
서울특별시,송파구,문정1동,내국인,41.66,91
서울특별시,성동구,송정동,내국인,41.5,92
서울특별시,은평구,역촌동,내국인,41.42,93
서울특별시,구로구,개봉3동,내국인,41.27,94
서울특별시,동대문구,답십리2동,내국인,41.19,95
서울특별시,도봉구,창2동,내국인,41.15,96
서울특별시,성북구,길음2동,내국인,41.11,97
서울특별시,은평구,응암3동,내국인,41.05,98
서울특별시,도봉구,창5동,내국인,40.98,99
서울특별시,도봉구,쌍문3동,내국인,40.96,100
서울특별시,광진구,중곡2동,내국인,40.88,101
서울특별시,관악구,난곡동,내국인,40.81,102
서울특별시,종로구,창신2동,내국인,40.79,103
서울특별시,강서구,등촌2동,내국인,40.79,104
서울특별시,성북구,종암동,내국인,40.59,105
서울특별시,송파구,석촌동,내국인,40.57,106
서울특별시,양천구,신정4동,내국인,40.49,107
서울특별시,동대문구,휘경1동,내국인,40.49,108
서울특별시,성동구,금호1가동,내국인,40.45,109
서울특별시,동작구,사당5동,내국인,40.4,110
서울특별시,노원구,상계2동,내국인,40.39,111
서울특별시,강서구,화곡8동,내국인,40.19,112
서울특별시,양천구,신월2동,내국인,40.18,113
서울특별시,관악구,미성동,내국인,40.17,114
서울특별시,성북구,석관동,내국인,40.16,115
서울특별시,광진구,자양1동,내국인,40.1,116
서울특별시,동대문구,회기동,내국인,40.07,117
서울특별시,동대문구,전농1동,내국인,40.02,118
서울특별시,영등포구,신길3동,내국인,40.02,119
서울특별시,송파구,마천2동,내국인,40.0,120
서울특별시,강서구,방화1동,내국인,39.95,121
서울특별시,중구,신당동,내국인,39.92,122
서울특별시,강서구,화곡4동,내국인,39.92,123
서울특별시,광진구,중곡3동,내국인,39.78,124
서울특별시,도봉구,창1동,내국인,39.74,125
서울특별시,강동구,성내2동,내국인,39.72,126
서울특별시,성북구,길음1동,내국인,39.72,127
서울특별시,양천구,목3동,내국인,39.71,128
서울특별시,은평구,갈현2동,내국인,39.69,129
서울특별시,구로구,오류1동,내국인,39.67,130
서울특별시,동대문구,답십리1동,내국인,39.63,131
서울특별시,마포구,서강동,내국인,39.61,132
서울특별시,송파구,가락본동,내국인,39.56,133
서울특별시,은평구,대조동,내국인,39.54,134
서울특별시,강북구,수유1동,내국인,39.43,135
서울특별시,노원구,상계9동,내국인,39.37,136
서울특별시,중랑구,신내1동,내국인,39.35,137
서울특별시,마포구,연남동,내국인,39.27,138
서울특별시,송파구,위례동,내국인,39.27,139
서울특별시,양천구,신월1동,내국인,39.23,140
서울특별시,영등포구,양평1동,내국인,39.23,141
서울특별시,은평구,구산동,내국인,39.2,142
서울특별시,광진구,구의1동,내국인,39.17,143
서울특별시,광진구,중곡1동,내국인,39.09,144
서울특별시,서초구,서초4동,내국인,39.08,145
서울특별시,중랑구,묵1동,내국인,39.07,146
서울특별시,강북구,미아동,내국인,39.06,147
서울특별시,은평구,불광1동,내국인,38.97,148
서울특별시,도봉구,쌍문4동,내국인,38.91,149
서울특별시,중랑구,망우3동,내국인,38.91,150
서울특별시,송파구,송파1동,내국인,38.87,151
서울특별시,성북구,보문동,내국인,38.85,152
서울특별시,중구,청구동,내국인,38.83,153
서울특별시,중랑구,중화2동,내국인,38.82,154
서울특별시,마포구,합정동,내국인,38.81,155
서울특별시,성북구,삼선동,내국인,38.79,156
서울특별시,영등포구,신길4동,내국인,38.7,157
서울특별시,종로구,혜화동,내국인,38.64,158
서울특별시,중구,신당5동,내국인,38.63,159
서울특별시,영등포구,문래동,내국인,38.6,160
서울특별시,송파구,가락1동,내국인,38.59,161
서울특별시,동대문구,장안2동,내국인,38.52,162
서울특별시,구로구,개봉1동,내국인,38.51,163
서울특별시,영등포구,도림동,내국인,38.5,164
서울특별시,동대문구,이문2동,내국인,38.48,165
서울특별시,금천구,독산4동,내국인,38.45,166
서울특별시,송파구,잠실2동,내국인,38.39,167
서울특별시,노원구,중계본동,내국인,38.36,168
서울특별시,중랑구,상봉1동,내국인,38.36,169
서울특별시,영등포구,대림2동,내국인,38.3,170
서울특별시,관악구,삼성동,내국인,38.23,171
서울특별시,성북구,장위3동,내국인,38.21,172
서울특별시,금천구,독산3동,내국인,38.16,173
서울특별시,강동구,명일2동,내국인,38.11,174
서울특별시,양천구,신월7동,내국인,37.96,175
서울특별시,동작구,신대방1동,내국인,37.9,176
서울특별시,중구,황학동,내국인,37.84,177
서울특별시,구로구,개봉2동,내국인,37.81,178
서울특별시,양천구,목5동,내국인,37.78,179
서울특별시,영등포구,당산1동,내국인,37.75,180
서울특별시,노원구,중계4동,내국인,37.72,181
서울특별시,구로구,구로3동,내국인,37.71,182
서울특별시,마포구,도화동,내국인,37.68,183
서울특별시,마포구,망원1동,내국인,37.65,184
서울특별시,강북구,번1동,내국인,37.64,185
서울특별시,관악구,신사동,내국인,37.64,186
서울특별시,은평구,녹번동,내국인,37.57,187
서울특별시,강북구,인수동,내국인,37.55,188
서울특별시,중랑구,면목4동,내국인,37.55,189
서울특별시,종로구,창신3동,내국인,37.55,190
서울특별시,성북구,안암동,내국인,37.54,191
서울특별시,구로구,구로4동,내국인,37.49,192
서울특별시,송파구,송파2동,내국인,37.48,193
서울특별시,도봉구,방학3동,내국인,37.47,194
서울특별시,광진구,군자동,내국인,37.46,195
서울특별시,중랑구,면목7동,내국인,37.46,196
서울특별시,성동구,용답동,내국인,37.45,197
서울특별시,송파구,잠실7동,내국인,37.45,198
서울특별시,도봉구,쌍문2동,내국인,37.42,199
서울특별시,서대문구,신촌동,내국인,37.18,200
서울특별시,중랑구,면목2동,내국인,37.17,201
서울특별시,마포구,성산1동,내국인,37.16,202
서울특별시,금천구,시흥5동,내국인,37.13,203
서울특별시,강동구,암사3동,내국인,37.04,204
서울특별시,강동구,길동,내국인,37.03,205
서울특별시,중랑구,묵2동,내국인,37.0,206
서울특별시,송파구,오금동,내국인,36.99,207
서울특별시,동대문구,이문1동,내국인,36.87,208
서울특별시,도봉구,방학1동,내국인,36.86,209
서울특별시,마포구,공덕동,내국인,36.84,210
서울특별시,동대문구,휘경2동,내국인,36.8,211
서울특별시,노원구,중계1동,내국인,36.73,212
서울특별시,강남구,역삼1동,내국인,36.72,213
서울특별시,마포구,대흥동,내국인,36.71,214
서울특별시,성북구,월곡2동,내국인,36.69,215
서울특별시,노원구,상계5동,내국인,36.67,216
서울특별시,노원구,공릉1동,내국인,36.65,217
서울특별시,중랑구,중화1동,내국인,36.63,218
서울특별시,성북구,돈암1동,내국인,36.6,219
서울특별시,용산구,용산2가동,내국인,36.59,220
서울특별시,마포구,염리동,내국인,36.57,221
서울특별시,양천구,신월3동,내국인,36.52,222
서울특별시,관악구,조원동,내국인,36.44,223
서울특별시,강북구,번2동,내국인,36.43,224
서울특별시,영등포구,영등포동,내국인,36.35,225
서울특별시,동대문구,장안1동,내국인,36.33,226
서울특별시,양천구,신월6동,내국인,36.28,227
서울특별시,양천구,목2동,내국인,36.25,228
서울특별시,용산구,한남동,내국인,36.2,229
서울특별시,양천구,신월5동,내국인,36.2,230
서울특별시,노원구,상계8동,내국인,36.19,231
서울특별시,광진구,자양4동,내국인,36.18,232
서울특별시,영등포구,대림1동,내국인,36.15,233
서울특별시,영등포구,당산2동,내국인,36.14,234
서울특별시,중랑구,면목5동,내국인,36.13,235
서울특별시,성북구,정릉2동,내국인,36.06,236
서울특별시,성북구,정릉1동,내국인,36.04,237
서울특별시,마포구,망원2동,내국인,36.0,238
서울특별시,성북구,정릉4동,내국인,36.0,239
서울특별시,마포구,신수동,내국인,35.99,240
서울특별시,마포구,성산2동,내국인,35.95,241
서울특별시,강북구,송천동,내국인,35.92,242
서울특별시,도봉구,창3동,내국인,35.9,243
서울특별시,서대문구,홍제3동,내국인,35.87,244
서울특별시,도봉구,방학2동,내국인,35.84,245
서울특별시,구로구,오류2동,내국인,35.82,246
서울특별시,송파구,오륜동,내국인,35.79,247
서울특별시,성동구,사근동,내국인,35.75,248
서울특별시,마포구,용강동,내국인,35.75,249
서울특별시,동작구,흑석동,내국인,35.67,250
서울특별시,강북구,번3동,내국인,35.65,251
서울특별시,서대문구,남가좌1동,내국인,35.62,252
서울특별시,양천구,신정3동,내국인,35.6,253
서울특별시,구로구,구로1동,내국인,35.58,254
서울특별시,양천구,신정7동,내국인,35.57,255
서울특별시,성동구,응봉동,내국인,35.57,256
서울특별시,중구,약수동,내국인,35.54,257
서울특별시,마포구,아현동,내국인,35.44,258
서울특별시,강남구,압구정동,내국인,35.41,259
서울특별시,중구,광희동,내국인,35.35,260
서울특별시,서대문구,홍제2동,내국인,35.32,261
서울특별시,노원구,월계1동,내국인,35.26,262
서울특별시,중랑구,신내2동,내국인,35.26,263
서울특별시,용산구,보광동,내국인,35.24,264
서울특별시,동작구,사당2동,내국인,35.23,265
서울특별시,성동구,옥수동,내국인,35.23,266
서울특별시,성북구,월곡1동,내국인,35.18,267
서울특별시,강서구,방화3동,내국인,35.11,268
서울특별시,종로구,숭인1동,내국인,35.09,269
서울특별시,양천구,목1동,내국인,35.07,270
서울특별시,노원구,상계6.7동,내국인,35.05,271
서울특별시,도봉구,쌍문1동,내국인,35.03,272
서울특별시,양천구,신정2동,내국인,35.01,273
서울특별시,강남구,대치4동,내국인,34.98,274
서울특별시,서초구,잠원동,내국인,34.9,275
서울특별시,서초구,반포2동,내국인,34.83,276
서울특별시,노원구,하계2동,내국인,34.82,277
서울특별시,구로구,구로5동,내국인,34.81,278
서울특별시,영등포구,양평2동,내국인,34.81,279
서울특별시,강남구,신사동,내국인,34.77,280
서울특별시,금천구,독산1동,내국인,34.74,281
서울특별시,성동구,마장동,내국인,34.72,282
서울특별시,강동구,천호2동,내국인,34.7,283
서울특별시,광진구,자양2동,내국인,34.68,284
서울특별시,서대문구,연희동,내국인,34.67,285
서울특별시,동작구,노량진2동,내국인,34.63,286
서울특별시,광진구,능동,내국인,34.57,287
서울특별시,성동구,금호4가동,내국인,34.56,288
서울특별시,서초구,서초2동,내국인,34.55,289
서울특별시,강서구,염창동,내국인,34.55,290
서울특별시,구로구,수궁동,내국인,34.53,291
서울특별시,용산구,이촌1동,내국인,34.49,292
서울특별시,동대문구,청량리동,내국인,34.47,293
서울특별시,서초구,반포본동,내국인,34.47,294
서울특별시,동작구,노량진1동,내국인,34.46,295
서울특별시,광진구,자양3동,내국인,34.45,296
서울특별시,동작구,신대방2동,내국인,34.4,297
서울특별시,서초구,반포3동,내국인,34.36,298
서울특별시,서대문구,홍은1동,내국인,34.31,299
서울특별시,서대문구,홍제1동,내국인,34.3,300
서울특별시,용산구,이태원2동,내국인,34.27,301
서울특별시,서초구,반포1동,내국인,34.26,302
서울특별시,동대문구,전농2동,내국인,34.18,303
서울특별시,성동구,성수1가1동,내국인,34.11,304
서울특별시,성북구,정릉3동,내국인,34.06,305
서울특별시,용산구,이촌2동,내국인,34.06,306
서울특별시,강남구,개포3동,내국인,34.06,307
서울특별시,성동구,성수1가2동,내국인,34.03,308
서울특별시,구로구,신도림동,내국인,33.98,309
서울특별시,강남구,개포2동,내국인,33.95,310
서울특별시,노원구,월계3동,내국인,33.91,311
서울특별시,성동구,성수2가3동,내국인,33.89,312
서울특별시,금천구,시흥1동,내국인,33.89,313
서울특별시,성북구,성북동,내국인,33.88,314
서울특별시,동작구,대방동,내국인,33.87,315
서울특별시,광진구,구의2동,내국인,33.85,316
서울특별시,중구,다산동,내국인,33.85,317
서울특별시,양천구,신정6동,내국인,33.85,318
서울특별시,강남구,청담동,내국인,33.81,319
서울특별시,영등포구,영등포본동,내국인,33.8,320
서울특별시,서초구,방배본동,내국인,33.79,321
서울특별시,송파구,잠실6동,내국인,33.74,322
서울특별시,송파구,풍납1동,내국인,33.74,323
서울특별시,용산구,원효로2동,내국인,33.71,324
서울특별시,마포구,상암동,내국인,33.69,325
서울특별시,구로구,구로2동,내국인,33.69,326
서울특별시,중구,을지로동,내국인,33.68,327
서울특별시,노원구,하계1동,내국인,33.66,328
서울특별시,노원구,중계2.3동,내국인,33.54,329
서울특별시,송파구,방이1동,내국인,33.45,330
서울특별시,노원구,상계10동,내국인,33.4,331
서울특별시,구로구,항동,내국인,33.36,332
서울특별시,서초구,방배3동,내국인,33.35,333
서울특별시,서초구,방배4동,내국인,33.33,334
서울특별시,강서구,발산1동,내국인,33.33,335
서울특별시,송파구,잠실3동,내국인,33.31,336
서울특별시,서대문구,홍은2동,내국인,33.28,337
서울특별시,광진구,광장동,내국인,33.26,338
서울특별시,강동구,성내1동,내국인,33.2,339
서울특별시,금천구,시흥2동,내국인,33.14,340
서울특별시,용산구,한강로동,내국인,33.09,341
서울특별시,강남구,논현2동,내국인,33.01,342
서울특별시,강북구,우이동,내국인,33.01,343
서울특별시,광진구,중곡4동,내국인,33.0,344
서울특별시,노원구,공릉2동,내국인,32.99,345
서울특별시,중랑구,망우본동,내국인,32.98,346
서울특별시,종로구,평창동,내국인,32.98,347
서울특별시,강서구,가양1동,내국인,32.96,348
서울특별시,영등포구,신길1동,내국인,32.87,349
서울특별시,중구,중림동,내국인,32.85,350
서울특별시,용산구,서빙고동,내국인,32.78,351
서울특별시,동대문구,용신동,내국인,32.73,352
서울특별시,강동구,성내3동,내국인,32.73,353
서울특별시,금천구,시흥3동,내국인,32.66,354
서울특별시,노원구,상계1동,내국인,32.6,355
서울특별시,송파구,잠실4동,내국인,32.57,356
서울특별시,용산구,효창동,내국인,32.57,357
서울특별시,강남구,삼성2동,내국인,32.56,358
서울특별시,은평구,수색동,내국인,32.53,359
서울특별시,송파구,문정2동,내국인,32.52,360
서울특별시,송파구,풍납2동,내국인,32.51,361
서울특별시,강동구,강일동,내국인,32.45,362
서울특별시,도봉구,창4동,내국인,32.44,363
서울특별시,강남구,대치1동,내국인,32.43,364
서울특별시,광진구,구의3동,내국인,32.42,365
서울특별시,종로구,종로1.2.3.4가동,내국인,32.41,366
서울특별시,성동구,성수2가1동,내국인,32.38,367
서울특별시,종로구,숭인2동,내국인,32.38,368
서울특별시,은평구,진관동,내국인,32.33,369
서울특별시,서초구,방배1동,내국인,32.3,370
서울특별시,강남구,수서동,내국인,32.19,371
서울특별시,강남구,세곡동,내국인,32.17,372
서울특별시,용산구,후암동,내국인,32.14,373
서울특별시,서초구,서초1동,내국인,32.06,374
서울특별시,종로구,창신1동,내국인,32.02,375
서울특별시,강남구,역삼2동,내국인,32.0,376
서울특별시,노원구,월계2동,내국인,32.0,377
서울특별시,도봉구,도봉2동,내국인,31.97,378
서울특별시,용산구,청파동,내국인,31.9,379
서울특별시,종로구,부암동,내국인,31.86,380
서울특별시,용산구,원효로1동,내국인,31.83,381
서울특별시,종로구,이화동,내국인,31.76,382
서울특별시,강서구,가양2동,내국인,31.74,383
서울특별시,강남구,대치2동,내국인,31.65,384
서울특별시,금천구,가산동,내국인,31.55,385
서울특별시,강서구,방화2동,내국인,31.54,386
서울특별시,강남구,삼성1동,내국인,31.36,387
서울특별시,서초구,반포4동,내국인,31.35,388
서울특별시,노원구,상계3.4동,내국인,31.35,389
서울특별시,강동구,암사2동,내국인,31.35,390
서울특별시,강동구,둔촌2동,내국인,31.32,391
서울특별시,종로구,무악동,내국인,31.31,392
서울특별시,서초구,양재1동,내국인,31.24,393
서울특별시,중구,필동,내국인,31.22,394
서울특별시,종로구,교남동,내국인,31.17,395
서울특별시,서초구,양재2동,내국인,31.16,396
서울특별시,용산구,남영동,내국인,31.15,397
서울특별시,도봉구,도봉1동,내국인,31.13,398
서울특별시,서초구,내곡동,내국인,31.12,399
서울특별시,강서구,등촌3동,내국인,30.94,400
서울특별시,서초구,서초3동,내국인,30.9,401
서울특별시,중구,장충동,내국인,30.88,402
서울특별시,서대문구,천연동,내국인,30.71,403
서울특별시,영등포구,여의동,내국인,30.58,404
서울특별시,동대문구,제기동,내국인,30.53,405
서울특별시,서대문구,충현동,내국인,30.35,406
서울특별시,강남구,도곡1동,내국인,30.35,407
서울특별시,강동구,고덕1동,내국인,30.2,408
서울특별시,중구,명동,내국인,30.15,409
서울특별시,종로구,종로5.6가동,내국인,29.92,410
서울특별시,서대문구,북아현동,내국인,29.82,411
서울특별시,강서구,공항동,내국인,29.7,412
서울특별시,강남구,개포4동,내국인,29.55,413
서울특별시,강서구,가양3동,내국인,29.41,414
서울특별시,관악구,대학동,내국인,29.29,415
서울특별시,강남구,도곡2동,내국인,29.28,416
서울특별시,강동구,고덕2동,내국인,29.12,417
서울특별시,중구,소공동,내국인,29.06,418
서울특별시,강남구,개포1동,내국인,28.86,419
서울특별시,종로구,사직동,내국인,28.77,420
서울특별시,강남구,일원본동,내국인,28.69,421
서울특별시,강동구,둔촌1동,내국인,28.69,422
서울특별시,중구,회현동,내국인,27.25,423
서울특별시,종로구,가회동,내국인,25.0,424
서울특별시,종로구,청운효자동,내국인,21.86,425
서울특별시,종로구,삼청동,내국인,20.69,426
서울특별시,중구,신당동,외국인,64.44,1
서울특별시,구로구,오류1동,외국인,63.34,2
서울특별시,동대문구,장안1동,외국인,62.17,3
서울특별시,서초구,반포2동,외국인,62.01,4
서울특별시,성동구,용답동,외국인,61.82,5
서울특별시,마포구,도화동,외국인,61.14,6
서울특별시,용산구,이태원1동,외국인,60.45,7
서울특별시,강서구,염창동,외국인,60.0,8
서울특별시,중구,을지로동,외국인,59.87,9
서울특별시,양천구,목2동,외국인,58.55,10
서울특별시,중구,소공동,외국인,57.75,11
서울특별시,성북구,동선동,외국인,57.75,12
서울특별시,구로구,개봉1동,외국인,57.68,13
서울특별시,중구,광희동,외국인,57.57,14
서울특별시,송파구,문정1동,외국인,56.99,15
서울특별시,중랑구,망우3동,외국인,56.9,16
서울특별시,마포구,서교동,외국인,56.82,17
서울특별시,구로구,가리봉동,외국인,56.81,18
서울특별시,중구,명동,외국인,56.75,19
서울특별시,구로구,고척1동,외국인,56.62,20
서울특별시,용산구,이태원2동,외국인,56.4,21
서울특별시,광진구,광장동,외국인,55.8,22
서울특별시,중구,신당5동,외국인,55.75,23
서울특별시,성북구,장위2동,외국인,55.73,24
서울특별시,중랑구,면목4동,외국인,55.5,25
서울특별시,송파구,방이2동,외국인,55.4,26
서울특별시,중구,중림동,외국인,55.39,27
서울특별시,성동구,왕십리2동,외국인,55.35,28
서울특별시,송파구,석촌동,외국인,55.3,29
서울특별시,용산구,청파동,외국인,55.25,30
서울특별시,성동구,마장동,외국인,55.05,31
서울특별시,중구,필동,외국인,55.04,32
서울특별시,송파구,마천1동,외국인,54.94,33
서울특별시,용산구,후암동,외국인,54.87,34
서울특별시,마포구,아현동,외국인,54.83,35
서울특별시,종로구,창신1동,외국인,54.75,36
서울특별시,영등포구,대림1동,외국인,54.72,37
서울특별시,광진구,중곡1동,외국인,54.67,38
서울특별시,구로구,구로3동,외국인,54.61,39
서울특별시,성동구,옥수동,외국인,54.61,40
서울특별시,용산구,효창동,외국인,54.58,41
서울특별시,강서구,가양3동,외국인,54.55,42
서울특별시,중구,황학동,외국인,54.5,43
서울특별시,금천구,시흥2동,외국인,54.5,44
서울특별시,중랑구,면목5동,외국인,54.49,45
서울특별시,관악구,서림동,외국인,54.48,46
서울특별시,영등포구,영등포동,외국인,54.44,47
서울특별시,종로구,숭인1동,외국인,54.44,48
서울특별시,영등포구,영등포본동,외국인,54.43,49
서울특별시,도봉구,창3동,외국인,54.43,50
서울특별시,도봉구,창2동,외국인,54.42,51
서울특별시,성북구,정릉1동,외국인,54.4,52
서울특별시,중구,청구동,외국인,54.39,53
서울특별시,강남구,개포4동,외국인,54.38,54
서울특별시,영등포구,신길4동,외국인,54.33,55
서울특별시,마포구,연남동,외국인,54.32,56
서울특별시,용산구,용문동,외국인,54.32,57
서울특별시,관악구,남현동,외국인,54.29,58
서울특별시,종로구,창신3동,외국인,54.29,59
서울특별시,관악구,조원동,외국인,54.28,60
서울특별시,강서구,화곡3동,외국인,54.26,61
서울특별시,노원구,상계9동,외국인,54.25,62
서울특별시,강남구,도곡1동,외국인,54.24,63
서울특별시,성북구,돈암2동,외국인,54.23,64
서울특별시,성북구,돈암1동,외국인,54.17,65
서울특별시,송파구,잠실4동,외국인,54.14,66
서울특별시,성동구,송정동,외국인,54.14,67
서울특별시,동작구,상도3동,외국인,54.14,68
서울특별시,동대문구,용신동,외국인,54.12,69
서울특별시,동작구,상도4동,외국인,54.11,70
서울특별시,성동구,왕십리도선동,외국인,54.1,71
서울특별시,구로구,고척2동,외국인,54.07,72
서울특별시,종로구,창신2동,외국인,54.06,73
서울특별시,성동구,행당2동,외국인,54.05,74
서울특별시,도봉구,방학3동,외국인,54.05,75
서울특별시,성북구,석관동,외국인,54.03,76
서울특별시,강남구,대치4동,외국인,53.99,77
서울특별시,중랑구,중화2동,외국인,53.97,78
서울특별시,중구,동화동,외국인,53.94,79
서울특별시,강남구,대치2동,외국인,53.93,80
서울특별시,강남구,삼성2동,외국인,53.93,81
서울특별시,강서구,등촌2동,외국인,53.91,82
서울특별시,용산구,이촌2동,외국인,53.83,83
서울특별시,강북구,송중동,외국인,53.83,84
서울특별시,관악구,난향동,외국인,53.79,85
서울특별시,노원구,중계1동,외국인,53.77,86
서울특별시,중랑구,묵1동,외국인,53.76,87
서울특별시,관악구,성현동,외국인,53.72,88
서울특별시,은평구,갈현1동,외국인,53.72,89
서울특별시,강북구,번1동,외국인,53.71,90
서울특별시,송파구,풍납1동,외국인,53.65,91
서울특별시,은평구,신사1동,외국인,53.65,92
서울특별시,금천구,독산1동,외국인,53.63,93
서울특별시,노원구,하계2동,외국인,53.63,94
서울특별시,영등포구,대림3동,외국인,53.59,95
서울특별시,종로구,숭인2동,외국인,53.55,96
서울특별시,용산구,원효로1동,외국인,53.55,97
서울특별시,중랑구,신내2동,외국인,53.54,98
서울특별시,중랑구,묵2동,외국인,53.5,99
서울특별시,관악구,낙성대동,외국인,53.49,100
서울특별시,중랑구,면목2동,외국인,53.44,101
서울특별시,강동구,명일1동,외국인,53.44,102
서울특별시,마포구,공덕동,외국인,53.43,103
서울특별시,관악구,행운동,외국인,53.42,104
서울특별시,용산구,한강로동,외국인,53.39,105
서울특별시,관악구,은천동,외국인,53.37,106
서울특별시,서초구,서초2동,외국인,53.34,107
서울특별시,광진구,자양3동,외국인,53.34,108
서울특별시,양천구,신정6동,외국인,53.33,109
서울특별시,강동구,암사1동,외국인,53.33,110
서울특별시,구로구,구로4동,외국인,53.31,111
서울특별시,도봉구,쌍문4동,외국인,53.31,112
서울특별시,금천구,시흥4동,외국인,53.3,113
서울특별시,동작구,신대방1동,외국인,53.28,114
서울특별시,관악구,신사동,외국인,53.27,115
서울특별시,송파구,장지동,외국인,53.27,116
서울특별시,광진구,자양4동,외국인,53.26,117
서울특별시,금천구,독산4동,외국인,53.26,118
서울특별시,강동구,고덕1동,외국인,53.26,119
서울특별시,은평구,갈현2동,외국인,53.25,120
서울특별시,관악구,중앙동,외국인,53.24,121
서울특별시,강남구,논현1동,외국인,53.23,122
서울특별시,영등포구,대림2동,외국인,53.22,123
서울특별시,성북구,삼선동,외국인,53.22,124
서울특별시,중랑구,망우본동,외국인,53.22,125
서울특별시,관악구,신림동,외국인,53.21,126
