시도명,시군구 명,행정동명,내외국인 구분,비율,순위
서울특별시,광진구,능동,내국인,50.58,52
서울특별시,송파구,거여1동,내국인,50.53,53
서울특별시,용산구,이태원2동,내국인,50.4,54
서울특별시,동대문구,이문2동,내국인,50.4,55
서울특별시,은평구,역촌동,내국인,50.32,56
서울특별시,관악구,신사동,내국인,50.27,57
서울특별시,성북구,장위1동,내국인,50.18,58
서울특별시,강동구,길동,내국인,50.16,59
서울특별시,동대문구,장안1동,내국인,50.14,60
서울특별시,중구,신당5동,내국인,50.09,61
서울특별시,중랑구,면목2동,내국인,49.8,62
서울특별시,금천구,시흥4동,내국인,49.79,63
서울특별시,성동구,마장동,내국인,49.62,64
서울특별시,양천구,신정4동,내국인,49.59,65
서울특별시,양천구,신월7동,내국인,49.47,66
서울특별시,강북구,미아동,내국인,49.4,67
서울특별시,도봉구,창3동,내국인,49.38,68
서울특별시,노원구,중계4동,내국인,49.22,69
서울특별시,동작구,노량진2동,내국인,49.0,70
서울특별시,마포구,서강동,내국인,48.91,71
서울특별시,강서구,화곡8동,내국인,48.76,72
서울특별시,중랑구,묵2동,내국인,48.72,73
서울특별시,용산구,보광동,내국인,48.44,74
서울특별시,중랑구,중화1동,내국인,48.27,75
서울특별시,중구,을지로동,내국인,48.24,76
서울특별시,도봉구,쌍문3동,내국인,47.97,77
서울특별시,동대문구,휘경1동,내국인,47.92,78
서울특별시,성북구,장위2동,내국인,47.92,79
서울특별시,은평구,녹번동,내국인,47.88,80
서울특별시,노원구,공릉1동,내국인,47.53,81
서울특별시,은평구,신사1동,내국인,47.48,82
서울특별시,동대문구,회기동,내국인,47.43,83
서울특별시,강북구,수유2동,내국인,47.42,84
서울특별시,성북구,삼선동,내국인,47.3,85
서울특별시,마포구,연남동,내국인,47.17,86
서울특별시,양천구,신월4동,내국인,47.17,87
서울특별시,성동구,왕십리2동,내국인,47.16,88
서울특별시,노원구,하계2동,내국인,47.06,89
서울특별시,용산구,한남동,내국인,46.83,90
서울특별시,광진구,자양2동,내국인,46.56,91
서울특별시,금천구,독산3동,내국인,46.49,92
서울특별시,구로구,개봉1동,내국인,46.46,93
서울특별시,금천구,독산2동,내국인,46.45,94
서울특별시,관악구,신원동,내국인,46.35,95
서울특별시,관악구,중앙동,내국인,46.28,96
서울특별시,강남구,일원1동,내국인,46.13,97
서울특별시,중구,다산동,내국인,46.0,98
서울특별시,구로구,개봉3동,내국인,45.96,99
서울특별시,노원구,상계5동,내국인,45.95,100
서울특별시,양천구,신정1동,내국인,45.84,101
서울특별시,광진구,중곡2동,내국인,45.42,102
서울특별시,관악구,행운동,내국인,45.4,103
서울특별시,구로구,가리봉동,내국인,45.38,104
서울특별시,동작구,사당4동,내국인,45.31,105
서울특별시,관악구,미성동,내국인,45.23,106
서울특별시,강동구,암사1동,내국인,45.22,107
서울특별시,서대문구,북가좌2동,내국인,45.17,108
서울특별시,송파구,가락본동,내국인,45.16,109
서울특별시,동대문구,장안2동,내국인,45.03,110
서울특별시,영등포구,당산1동,내국인,45.03,111
서울특별시,종로구,창신3동,내국인,44.95,112
서울특별시,강남구,역삼1동,내국인,44.85,113
서울특별시,성동구,용답동,내국인,44.75,114
서울특별시,종로구,창신2동,내국인,44.73,115
서울특별시,용산구,용문동,내국인,44.69,116
서울특별시,중랑구,면목4동,내국인,44.29,117
서울특별시,양천구,신월1동,내국인,44.28,118
서울특별시,강북구,번1동,내국인,44.22,119
서울특별시,마포구,망원2동,내국인,44.22,120
서울특별시,강동구,암사2동,내국인,44.16,121
서울특별시,성북구,정릉3동,내국인,44.06,122
서울특별시,광진구,군자동,내국인,44.01,123
서울특별시,영등포구,대림2동,내국인,43.93,124
서울특별시,동작구,노량진1동,내국인,43.85,125
서울특별시,도봉구,창2동,내국인,43.74,126
서울특별시,동대문구,답십리2동,내국인,43.66,127
서울특별시,금천구,시흥5동,내국인,43.65,128
서울특별시,중랑구,묵1동,내국인,43.62,129
서울특별시,송파구,석촌동,내국인,43.61,130
서울특별시,영등포구,신길1동,내국인,43.57,131
서울특별시,서대문구,홍제1동,내국인,43.56,132
서울특별시,중랑구,신내1동,내국인,43.49,133
서울특별시,관악구,은천동,내국인,43.49,134
서울특별시,성북구,정릉2동,내국인,43.46,135
서울특별시,송파구,삼전동,내국인,43.42,136
서울특별시,중구,중림동,내국인,43.3,137
서울특별시,성북구,종암동,내국인,43.27,138
서울특별시,관악구,서림동,내국인,43.25,139
서울특별시,마포구,용강동,내국인,43.03,140
서울특별시,중랑구,망우3동,내국인,42.92,141
서울특별시,구로구,구로3동,내국인,42.81,142
서울특별시,송파구,송파1동,내국인,42.77,143
서울특별시,구로구,고척2동,내국인,42.64,144
서울특별시,금천구,시흥1동,내국인,42.61,145
서울특별시,관악구,청룡동,내국인,42.58,146
서울특별시,구로구,개봉2동,내국인,42.57,147
서울특별시,영등포구,신길6동,내국인,42.54,148
서울특별시,송파구,풍납1동,내국인,42.51,149
서울특별시,강동구,성내3동,내국인,42.45,150
서울특별시,송파구,마천1동,내국인,42.42,151
서울특별시,서초구,잠원동,내국인,42.31,152
서울특별시,동작구,상도4동,내국인,42.12,153
서울특별시,양천구,목4동,내국인,42.11,154
서울특별시,종로구,혜화동,내국인,42.02,155
서울특별시,구로구,구로4동,내국인,42.01,156
서울특별시,강남구,논현2동,내국인,41.88,157
서울특별시,노원구,상계3.4동,내국인,41.81,158
서울특별시,종로구,종로1.2.3.4가동,내국인,41.58,159
서울특별시,성동구,금호1가동,내국인,41.56,160
서울특별시,구로구,구로1동,내국인,41.54,161
서울특별시,중구,약수동,내국인,41.5,162
서울특별시,강서구,등촌2동,내국인,41.43,163
서울특별시,광진구,중곡3동,내국인,41.28,164
서울특별시,성북구,보문동,내국인,41.2,165
서울특별시,서대문구,홍제2동,내국인,41.17,166
서울특별시,은평구,응암2동,내국인,41.14,167
서울특별시,영등포구,도림동,내국인,41.13,168
서울특별시,양천구,목3동,내국인,41.04,169
서울특별시,마포구,망원1동,내국인,41.03,170
서울특별시,강북구,삼각산동,내국인,40.99,171
서울특별시,서대문구,홍제3동,내국인,40.88,172
서울특별시,광진구,중곡4동,내국인,40.75,173
서울특별시,송파구,장지동,내국인,40.67,174
서울특별시,강북구,송천동,내국인,40.66,175
서울특별시,동대문구,답십리1동,내국인,40.64,176
서울특별시,양천구,신월3동,내국인,40.54,177
서울특별시,강동구,명일1동,내국인,40.53,178
서울특별시,동작구,상도3동,내국인,40.49,179
서울특별시,동작구,대방동,내국인,40.42,180
서울특별시,관악구,난곡동,내국인,40.31,181
서울특별시,관악구,인헌동,내국인,40.29,182
서울특별시,은평구,증산동,내국인,40.23,183
서울특별시,도봉구,쌍문2동,내국인,40.16,184
서울특별시,도봉구,도봉2동,내국인,40.13,185
서울특별시,성북구,정릉1동,내국인,40.13,186
서울특별시,동작구,사당3동,내국인,40.12,187
서울특별시,영등포구,신길3동,내국인,39.97,188
서울특별시,양천구,신월6동,내국인,39.93,189
서울특별시,영등포구,문래동,내국인,39.9,190
서울특별시,송파구,마천2동,내국인,39.73,191
서울특별시,마포구,성산1동,내국인,39.64,192
서울특별시,송파구,거여2동,내국인,39.61,193
서울특별시,강북구,송중동,내국인,39.49,194
서울특별시,강남구,신사동,내국인,39.4,195
서울특별시,동작구,상도1동,내국인,39.36,196
서울특별시,중랑구,면목7동,내국인,39.26,197
서울특별시,노원구,상계1동,내국인,39.22,198
서울특별시,구로구,수궁동,내국인,38.99,199
서울특별시,노원구,상계2동,내국인,38.87,200
서울특별시,광진구,자양1동,내국인,38.87,201
서울특별시,성동구,송정동,내국인,38.75,202
서울특별시,중랑구,망우본동,내국인,38.71,203
서울특별시,서초구,방배본동,내국인,38.61,204
서울특별시,중구,동화동,내국인,38.48,205
서울특별시,송파구,방이1동,내국인,38.39,206
서울특별시,서대문구,남가좌1동,내국인,38.16,207
서울특별시,은평구,불광1동,내국인,38.07,208
서울특별시,성북구,월곡2동,내국인,37.99,209
서울특별시,광진구,구의2동,내국인,37.97,210
서울특별시,성동구,금호2.3가동,내국인,37.88,211
서울특별시,중구,황학동,내국인,37.77,212
서울특별시,서대문구,남가좌2동,내국인,37.75,213
서울특별시,노원구,공릉2동,내국인,37.72,214
서울특별시,노원구,상계6.7동,내국인,37.6,215
서울특별시,중구,청구동,내국인,37.59,216
서울특별시,은평구,신사2동,내국인,37.52,217
서울특별시,성북구,정릉4동,내국인,37.48,218
서울특별시,관악구,난향동,내국인,37.46,219
서울특별시,성동구,응봉동,내국인,37.33,220
서울특별시,강동구,상일1동,내국인,37.21,221
서울특별시,동작구,신대방1동,내국인,37.21,222
서울특별시,마포구,염리동,내국인,37.19,223
서울특별시,마포구,공덕동,내국인,37.15,224
서울특별시,동대문구,휘경2동,내국인,37.04,225
서울특별시,구로구,오류2동,내국인,36.95,226
서울특별시,용산구,원효로1동,내국인,36.87,227
서울특별시,도봉구,방학1동,내국인,36.71,228
서울특별시,노원구,상계8동,내국인,36.67,229
서울특별시,강서구,화곡2동,내국인,36.46,230
서울특별시,양천구,신월2동,내국인,36.31,231
서울특별시,용산구,남영동,내국인,36.3,232
서울특별시,도봉구,창5동,내국인,36.21,233
서울특별시,강북구,삼양동,내국인,36.15,234
서울특별시,동작구,상도2동,내국인,36.11,235
서울특별시,서초구,반포1동,내국인,35.86,236
서울특별시,성북구,월곡1동,내국인,35.69,237
서울특별시,도봉구,방학2동,내국인,35.67,238
서울특별시,성동구,성수2가3동,내국인,35.62,239
서울특별시,서초구,서초3동,내국인,35.6,240
서울특별시,도봉구,쌍문4동,내국인,35.51,241
서울특별시,서초구,방배1동,내국인,35.45,242
서울특별시,강북구,인수동,내국인,35.36,243
서울특별시,중구,필동,내국인,35.21,244
서울특별시,강서구,방화1동,내국인,35.17,245
서울특별시,서대문구,홍은2동,내국인,35.15,246
서울특별시,강서구,염창동,내국인,35.14,247
서울특별시,서초구,양재1동,내국인,35.03,248
서울특별시,양천구,신정2동,내국인,35.0,249
서울특별시,강서구,방화3동,내국인,34.91,250
서울특별시,동대문구,용신동,내국인,34.85,251
서울특별시,동대문구,이문1동,내국인,34.85,252
서울특별시,강남구,개포4동,내국인,34.75,253
서울특별시,동작구,흑석동,내국인,34.68,254
서울특별시,구로구,구로5동,내국인,34.63,255
서울특별시,은평구,불광2동,내국인,34.62,256
서울특별시,관악구,청림동,내국인,34.61,257
서울특별시,용산구,원효로2동,내국인,34.58,258
서울특별시,송파구,문정1동,내국인,34.56,259
서울특별시,서대문구,신촌동,내국인,34.43,260
서울특별시,성북구,길음1동,내국인,34.43,261
서울특별시,마포구,신수동,내국인,34.4,262
서울특별시,중랑구,신내2동,내국인,34.38,263
서울특별시,서대문구,북가좌1동,내국인,34.36,264
서울특별시,영등포구,대림1동,내국인,34.33,265
서울특별시,성동구,행당1동,내국인,34.29,266
서울특별시,성북구,돈암1동,내국인,34.26,267
서울특별시,용산구,후암동,내국인,34.25,268
서울특별시,구로구,구로2동,내국인,34.24,269
서울특별시,송파구,위례동,내국인,34.17,270
서울특별시,강남구,압구정동,내국인,34.13,271
서울특별시,송파구,가락2동,내국인,34.08,272
서울특별시,서대문구,천연동,내국인,34.08,273
서울특별시,도봉구,방학3동,내국인,34.06,274
서울특별시,영등포구,신길4동,내국인,34.06,275
서울특별시,강북구,번2동,내국인,34.05,276
서울특별시,서초구,서초2동,내국인,33.99,277
서울특별시,서대문구,충현동,내국인,33.88,278
서울특별시,종로구,창신1동,내국인,33.87,279
서울특별시,서대문구,북아현동,내국인,33.84,280
서울특별시,용산구,청파동,내국인,33.77,281
서울특별시,노원구,중계본동,내국인,33.68,282
서울특별시,은평구,구산동,내국인,33.63,283
서울특별시,강남구,개포2동,내국인,33.59,284
서울특별시,성북구,안암동,내국인,33.41,285
서울특별시,강동구,천호1동,내국인,33.4,286
서울특별시,강남구,대치4동,내국인,33.34,287
서울특별시,성동구,옥수동,내국인,33.32,288
서울특별시,노원구,월계2동,내국인,33.27,289
서울특별시,강동구,고덕2동,내국인,33.16,290
서울특별시,송파구,오금동,내국인,33.11,291
서울특별시,구로구,신도림동,내국인,33.02,292
서울특별시,양천구,신정3동,내국인,32.91,293
서울특별시,용산구,이촌1동,내국인,32.81,294
서울특별시,강동구,성내1동,내국인,32.8,295
서울특별시,동대문구,청량리동,내국인,32.78,296
서울특별시,양천구,신월5동,내국인,32.7,297
서울특별시,서대문구,홍은1동,내국인,32.69,298
서울특별시,종로구,사직동,내국인,32.59,299
서울특별시,영등포구,신길5동,내국인,32.56,300
서울특별시,종로구,숭인2동,내국인,32.41,301
서울특별시,중랑구,면목5동,내국인,32.39,302
서울특별시,강서구,우장산동,내국인,32.35,303
서울특별시,강남구,수서동,내국인,32.3,304
서울특별시,노원구,상계9동,내국인,32.22,305
서울특별시,강동구,고덕1동,내국인,32.13,306
서울특별시,은평구,응암1동,내국인,32.12,307
서울특별시,마포구,상암동,내국인,32.0,308
서울특별시,종로구,종로5.6가동,내국인,31.8,309
서울특별시,광진구,구의3동,내국인,31.76,310
서울특별시,동작구,사당5동,내국인,31.52,311
서울특별시,영등포구,신길7동,내국인,31.33,312
서울특별시,구로구,고척1동,내국인,31.28,313
서울특별시,영등포구,양평2동,내국인,31.04,314
서울특별시,강북구,번3동,내국인,30.95,315
서울특별시,동작구,신대방2동,내국인,30.87,316
서울특별시,종로구,숭인1동,내국인,30.71,317
서울특별시,강남구,도곡2동,내국인,30.67,318
서울특별시,관악구,삼성동,내국인,30.65,319
서울특별시,노원구,상계10동,내국인,30.44,320
서울특별시,성북구,장위3동,내국인,30.39,321
서울특별시,강동구,강일동,내국인,30.26,322
서울특별시,용산구,이촌2동,내국인,30.26,323
서울특별시,동대문구,전농2동,내국인,30.16,324
서울특별시,성동구,성수1가2동,내국인,30.03,325
서울특별시,송파구,풍납2동,내국인,29.97,326
서울특별시,강남구,세곡동,내국인,29.93,327
서울특별시,관악구,대학동,내국인,29.92,328
서울특별시,서대문구,연희동,내국인,29.87,329
서울특별시,송파구,가락1동,내국인,29.78,330
서울특별시,마포구,대흥동,내국인,29.42,331
서울특별시,강동구,둔촌2동,내국인,29.39,332
서울특별시,강남구,삼성2동,내국인,29.28,333
서울특별시,용산구,한강로동,내국인,29.15,334
서울특별시,강서구,발산1동,내국인,28.94,335
서울특별시,양천구,신정7동,내국인,28.8,336
서울특별시,도봉구,도봉1동,내국인,28.68,337
서울특별시,강남구,도곡1동,내국인,28.57,338
서울특별시,도봉구,쌍문1동,내국인,28.26,339
서울특별시,종로구,평창동,내국인,28.15,340
서울특별시,중랑구,상봉1동,내국인,28.01,341
서울특별시,성동구,성수1가1동,내국인,27.99,342
서울특별시,송파구,송파2동,내국인,27.83,343
서울특별시,서초구,방배4동,내국인,27.76,344
서울특별시,동대문구,제기동,내국인,27.75,345
서울특별시,강동구,천호2동,내국인,27.59,346
서울특별시,관악구,성현동,내국인,27.57,347
서울특별시,금천구,독산1동,내국인,27.43,348
서울특별시,영등포구,양평1동,내국인,27.42,349
서울특별시,강북구,수유1동,내국인,27.38,350
서울특별시,종로구,무악동,내국인,27.36,351
서울특별시,구로구,항동,내국인,27.33,352
서울특별시,강남구,개포3동,내국인,27.32,353
서울특별시,양천구,목5동,내국인,27.2,354
서울특별시,서초구,서초1동,내국인,27.11,355
서울특별시,광진구,광장동,내국인,26.94,356
서울특별시,성동구,행당2동,내국인,26.9,357
서울특별시,영등포구,영등포본동,내국인,26.89,358
서울특별시,종로구,이화동,내국인,26.61,359
서울특별시,강북구,우이동,내국인,26.54,360
서울특별시,중구,광희동,내국인,26.52,361
서울특별시,성동구,성수2가1동,내국인,26.49,362
서울특별시,은평구,대조동,내국인,26.46,363
서울특별시,노원구,중계1동,내국인,26.2,364
서울특별시,은평구,진관동,내국인,26.05,365
서울특별시,도봉구,창4동,내국인,25.69,366
서울특별시,마포구,아현동,내국인,25.67,367
서울특별시,강서구,등촌1동,내국인,25.62,368
서울특별시,강동구,명일2동,내국인,25.3,369
서울특별시,은평구,수색동,내국인,25.28,370
서울특별시,광진구,자양3동,내국인,25.2,371
서울특별시,강남구,대치1동,내국인,25.02,372
서울특별시,서초구,반포본동,내국인,24.99,373
서울특별시,영등포구,영등포동,내국인,24.94,374
서울특별시,성북구,돈암2동,내국인,24.44,375
서울특별시,서초구,양재2동,내국인,24.16,376
서울특별시,금천구,시흥2동,내국인,23.92,377
서울특별시,관악구,보라매동,내국인,23.75,378
서울특별시,강서구,가양2동,내국인,23.47,379
서울특별시,강서구,가양3동,내국인,23.46,380
서울특별시,노원구,월계3동,내국인,23.38,381
서울특별시,영등포구,여의동,내국인,23.36,382
서울특별시,강동구,암사3동,내국인,23.24,383
서울특별시,서초구,반포2동,내국인,22.82,384
서울특별시,양천구,목1동,내국인,22.72,385
서울특별시,강동구,둔촌1동,내국인,22.38,386
서울특별시,강남구,대치2동,내국인,22.36,387
서울특별시,강남구,개포1동,내국인,22.17,388
서울특별시,마포구,성산2동,내국인,22.13,389
서울특별시,송파구,문정2동,내국인,22.04,390
서울특별시,성북구,성북동,내국인,21.97,391
서울특별시,용산구,효창동,내국인,21.94,392
서울특별시,강서구,등촌3동,내국인,21.87,393
서울특별시,서초구,반포3동,내국인,21.82,394
서울특별시,종로구,교남동,내국인,21.51,395
서울특별시,종로구,청운효자동,내국인,21.31,396
서울특별시,동대문구,전농1동,내국인,20.83,397
서울특별시,금천구,시흥3동,내국인,20.54,398
서울특별시,성북구,길음2동,내국인,20.46,399
서울특별시,서초구,내곡동,내국인,20.36,400
서울특별시,강남구,역삼2동,내국인,20.3,401
서울특별시,중구,명동,내국인,20.25,402
서울특별시,강서구,방화2동,내국인,19.94,403
서울특별시,양천구,신정6동,내국인,19.72,404
서울특별시,중구,장충동,내국인,19.49,405
서울특별시,강남구,삼성1동,내국인,19.31,406
서울특별시,송파구,잠실4동,내국인,19.11,407
서울특별시,노원구,중계2.3동,내국인,19.1,408
서울특별시,강동구,상일2동,내국인,19.02,409
서울특별시,강서구,공항동,내국인,18.67,410
서울특별시,금천구,가산동,내국인,18.55,411
서울특별시,노원구,하계1동,내국인,18.11,412
서울특별시,강남구,일원본동,내국인,17.93,413
서울특별시,송파구,잠실6동,내국인,17.35,414
서울특별시,종로구,가회동,내국인,16.25,415
서울특별시,송파구,오륜동,내국인,16.04,416
서울특별시,송파구,잠실2동,내국인,15.36,417
서울특별시,중구,소공동,내국인,14.72,418
서울특별시,종로구,부암동,내국인,14.58,419
서울특별시,종로구,삼청동,내국인,13.99,420
서울특별시,서초구,방배3동,내국인,12.69,421
서울특별시,송파구,잠실3동,내국인,11.88,422
서울특별시,중구,회현동,내국인,11.31,423
서울특별시,용산구,서빙고동,내국인,7.75,424
서울특별시,서초구,반포4동,내국인,7.38,425
서울특별시,송파구,잠실7동,내국인,2.86,426
서울특별시,서초구,반포본동,외국인,90.71,1
서울특별시,영등포구,대림1동,외국인,87.15,2
서울특별시,성동구,마장동,외국인,84.15,3
서울특별시,은평구,수색동,외국인,82.85,4
서울특별시,중구,청구동,외국인,81.51,5
서울특별시,종로구,창신3동,외국인,81.41,6
서울특별시,금천구,독산4동,외국인,80.43,7
서울특별시,성동구,왕십리2동,외국인,78.75,8
서울특별시,서대문구,홍제1동,외국인,78.35,9
서울특별시,관악구,난곡동,외국인,75.89,10
서울특별시,성북구,장위1동,외국인,75.89,11
서울특별시,성동구,금호4가동,외국인,75.39,12
서울특별시,용산구,이태원1동,외국인,74.88,13
서울특별시,금천구,독산3동,외국인,74.88,14
서울특별시,강남구,논현1동,외국인,74.73,15
서울특별시,동대문구,이문2동,외국인,74.52,16
서울특별시,용산구,용문동,외국인,74.49,17
서울특별시,강남구,청담동,외국인,74.46,18
서울특별시,강서구,등촌2동,외국인,74.37,19
서울특별시,영등포구,대림3동,외국인,74.26,20
서울특별시,구로구,구로3동,외국인,72.79,21
서울특별시,송파구,방이2동,외국인,71.17,22
서울특별시,용산구,이태원2동,외국인,70.19,23
서울특별시,관악구,남현동,외국인,68.15,24
서울특별시,광진구,구의1동,외국인,67.7,25
서울특별시,광진구,중곡1동,외국인,67.37,26
서울특별시,중구,신당5동,외국인,66.94,27
서울특별시,중구,신당동,외국인,66.77,28
서울특별시,용산구,보광동,외국인,66.49,29
서울특별시,양천구,신월4동,외국인,66.05,30
서울특별시,금천구,독산2동,외국인,65.03,31
서울특별시,송파구,잠실본동,외국인,64.93,32
서울특별시,서초구,잠원동,외국인,64.37,33
서울특별시,마포구,용강동,외국인,63.71,34
서울특별시,강서구,우장산동,외국인,63.49,35
서울특별시,강서구,등촌3동,외국인,62.75,36
서울특별시,강서구,화곡6동,외국인,62.09,37
서울특별시,강남구,압구정동,외국인,61.94,38
서울특별시,서초구,반포2동,외국인,61.67,39
서울특별시,성북구,보문동,외국인,61.66,40
서울특별시,송파구,가락1동,외국인,61.16,41
서울특별시,서초구,양재1동,외국인,61.07,42
서울특별시,중랑구,면목3.8동,외국인,61.04,43
서울특별시,영등포구,대림2동,외국인,60.86,44
서울특별시,구로구,신도림동,외국인,60.74,45
서울특별시,중구,중림동,외국인,60.7,46
서울특별시,송파구,방이1동,외국인,60.21,47
서울특별시,동작구,사당2동,외국인,59.64,48
서울특별시,강동구,암사1동,외국인,59.5,49
서울특별시,강서구,화곡4동,외국인,59.34,50
서울특별시,은평구,갈현1동,외국인,59.25,51
서울특별시,서초구,방배2동,외국인,59.2,52
서울특별시,성동구,왕십리도선동,외국인,59.16,53
서울특별시,중랑구,면목2동,외국인,58.87,54
서울특별시,서초구,방배본동,외국인,58.84,55
서울특별시,용산구,효창동,외국인,58.67,56
서울특별시,강동구,성내2동,외국인,58.66,57
서울특별시,광진구,화양동,외국인,58.6,58
서울특별시,광진구,자양4동,외국인,58.55,59
서울특별시,동대문구,장안2동,외국인,58.53,60
서울특별시,중구,다산동,외국인,57.82,61
서울특별시,동대문구,장안1동,외국인,57.8,62
서울특별시,서초구,반포1동,외국인,57.76,63
서울특별시,관악구,신림동,외국인,57.62,64
서울특별시,동대문구,용신동,외국인,57.46,65
서울특별시,용산구,용산2가동,외국인,57.25,66
서울특별시,강남구,도곡2동,외국인,56.98,67
서울특별시,서초구,서초4동,외국인,56.61,68
서울특별시,용산구,원효로1동,외국인,56.46,69
서울특별시,용산구,원효로2동,외국인,56.37,70
서울특별시,관악구,서원동,외국인,56.14,71
서울특별시,강북구,미아동,외국인,56.0,72
서울특별시,종로구,청운효자동,외국인,55.91,73
서울특별시,강서구,화곡3동,외국인,55.78,74
서울특별시,서대문구,충현동,외국인,55.74,75
서울특별시,양천구,신월2동,외국인,55.74,76
서울특별시,송파구,장지동,외국인,55.73,77
서울특별시,송파구,삼전동,외국인,55.66,78
서울특별시,양천구,신월5동,외국인,55.6,79
서울특별시,구로구,오류1동,외국인,55.45,80
서울특별시,관악구,낙성대동,외국인,55.26,81
서울특별시,영등포구,신길3동,외국인,55.1,82
서울특별시,강동구,천호3동,외국인,55.07,83
서울특별시,강북구,수유3동,외국인,54.76,84
서울특별시,중랑구,상봉2동,외국인,54.58,85
서울특별시,광진구,자양2동,외국인,54.49,86
서울특별시,중랑구,중화2동,외국인,54.41,87
서울특별시,은평구,갈현2동,외국인,53.82,88
서울특별시,강남구,논현2동,외국인,53.8,89
서울특별시,영등포구,당산2동,외국인,53.65,90
서울특별시,강동구,천호1동,외국인,53.54,91
서울특별시,마포구,서강동,외국인,53.33,92
서울특별시,은평구,신사1동,외국인,53.1,93
서울특별시,도봉구,창4동,외국인,53.07,94
서울특별시,서대문구,천연동,외국인,53.03,95
서울특별시,중구,황학동,외국인,53.02,96
서울특별시,강동구,길동,외국인,52.85,97
서울특별시,영등포구,문래동,외국인,52.78,98
서울특별시,용산구,한남동,외국인,52.6,99
서울특별시,금천구,시흥1동,외국인,52.52,100
서울특별시,강남구,세곡동,외국인,52.35,101
서울특별시,성동구,응봉동,외국인,52.22,102
서울특별시,동작구,상도4동,외국인,52.13,103
서울특별시,강남구,삼성2동,외국인,52.02,104
서울특별시,동작구,사당1동,외국인,51.9,105
서울특별시,종로구,창신2동,외국인,51.67,106
서울특별시,동대문구,답십리2동,외국인,51.44,107
서울특별시,광진구,능동,외국인,50.91,108
서울특별시,중랑구,망우3동,외국인,50.9,109
서울특별시,성북구,삼선동,외국인,50.73,110
서울특별시,중구,동화동,외국인,50.68,111
서울특별시,구로구,구로5동,외국인,50.49,112
서울특별시,마포구,염리동,외국인,50.38,113
서울특별시,강남구,역삼2동,외국인,50.16,114
서울특별시,서대문구,홍제3동,외국인,50.11,115
서울특별시,구로구,구로2동,외국인,50.1,116
서울특별시,관악구,은천동,외국인,50.02,117
서울특별시,강서구,화곡1동,외국인,49.87,118
서울특별시,마포구,도화동,외국인,49.82,119
서울특별시,성동구,금호2.3가동,외국인,49.64,120
서울특별시,마포구,서교동,외국인,49.48,121
서울특별시,서초구,방배1동,외국인,49.48,122
서울특별시,강서구,화곡8동,외국인,49.36,123
서울특별시,영등포구,신길7동,외국인,48.99,124
서울특별시,강서구,화곡본동,외국인,48.98,125
서울특별시,관악구,행운동,외국인,48.94,126
서울특별시,동대문구,휘경1동,외국인,48.92,127
