언어명,관광지명,구분,위도 (Latitude),경도 (Longitude)
중간체,首尔泰陵(文定王后)与康陵(仁顺王后)[联合国教科文组织世界文化遗产]서울 태릉과 강릉 [유네스코 세계문화유산],역사관광지,37.6253,127.0963
중간체,汝矣岛河口生态公园(여의도샛강생태공원),자연관광지,37.5222,126.9328
중간체,汉阳都城博物馆(한양도성박물관),문화시설,37.5711,127.009
중간체,首尔孝昌公园(서울 효창공원）,휴양관광지,37.5459,126.9616
중간체,忠武艺术中心(충무아트홀),문화시설,37.5647,127.0153
중간체,波拉美安全体验馆(보라매안전체험관),체험관광지,37.4913,126.9205
중간체,足球主题博物馆풋볼 팬타지움,문화시설,37.5683,126.8972
중간체,水落山(수락산),자연관광지,37.6749,127.0853
중간체,道峰山도봉산,자연관광지,37.7011,127.0163
중간체,花郎台铁路公园화랑대 철도공원,휴양관광지,37.6202,127.0898
중간체,世宗大学博物馆(세종대학교박물관),문화시설,37.551,127.0736
중간체,首尔综合运动场(蚕室综合运动场)서울종합운동장(잠실종합운동장),육상 레포츠,37.515,127.0731
중간체,汉江游览船(한강유람선),휴양관광지,37.5249,126.941
중간체,奖忠体育馆(장충체육관),육상 레포츠,37.5592,127.0076
중간체,国立剧院국립극장,문화시설,37.5513,126.9983
중간체,韩国之家(한국의 집),문화시설,37.561,126.9936
중간체,汝矣岛公园여의도공원,휴양관광지,37.5255,126.9248
